size_charge,size_pay,lat,lon,charge,pay,name
14.09,2.93,37.96987,-121.28873,102107.11,16682.82,ST JOSEPHS MED CENTER OF STOCKTON
10.30,2.81,36.83532,-119.76562,73136.35,15786.18,SAINT AGNES MEDICAL CENTER
9.98,2.61,34.10130,-117.63651,70682.57,14227.71,SAN ANTONIO COMMUNITY HOSPITAL
16.70,2.80,32.79949,-117.15394,122092.74,15723.88,SHARP MEMORIAL HOSPITAL
17.13,3.48,34.04932,-118.21746,125366.35,20914.92,WHITE MEMORIAL MEDICAL CENTER
14.02,3.56,33.92963,-118.20332,101567.50,21495.50,SAINT FRANCIS MEDICAL CENTER
14.13,2.76,34.95099,-120.41322,102403.02,15387.07,MARIAN MEDICAL CENTER
13.60,3.34,38.57155,-121.46874,98403.40,19811.18,SUTTER GENERAL HOSPITAL
11.61,2.71,34.02685,-118.48651,83119.07,15052.87,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
10.86,2.62,33.12535,-117.07336,77374.58,14297.76,PALOMAR MEDICAL CENTER
15.43,2.88,34.22014,-118.53410,112364.00,16312.68,NORTHRIDGE HOSPITAL MEDICAL CENTER
23.70,4.14,37.36257,-121.84974,175648.54,25956.04,REGIONAL MEDICAL CENTER OF SAN JOSE
13.17,3.29,34.19494,-118.46319,95120.30,19488.82,VALLEY PRESBYTERIAN HOSPITAL
9.01,2.69,33.18402,-117.29661,63230.07,14869.23,TRI-CITY MEDICAL CENTER
9.15,2.94,34.13495,-117.27603,64335.16,16745.41,ST BERNARDINE MEDICAL CENTER
15.66,3.09,39.13822,-121.59436,114142.77,17935.58,RIDEOUT MEMORIAL HOSPITAL
9.12,2.82,34.09816,-118.29541,64118.83,15830.33,KAISER FOUNDATION HOSPITAL - LOS ANGELES
12.00,3.31,36.57886,-121.91316,86136.72,19648.79,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
26.66,3.46,37.32710,-121.93863,198364.52,20773.15,O'CONNOR HOSPITAL
13.03,2.49,33.89465,-117.92716,93993.17,13307.83,ST JUDE MEDICAL CENTER
19.80,2.61,33.96860,-118.04831,145803.40,14227.37,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
14.65,3.12,38.44369,-122.70138,106411.98,18122.67,SANTA ROSA MEMORIAL HOSPITAL
22.81,2.99,37.51164,-120.83800,168841.68,17173.53,EMANUEL MEDICAL CENTER INC
24.59,2.94,37.91341,-122.04163,182467.00,16814.85,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
10.45,3.22,33.77991,-118.18602,74228.68,18907.61,ST MARY MEDICAL CENTER
24.47,3.30,37.55717,-121.98126,181587.02,19532.93,WASHINGTON HOSPITAL
17.18,2.79,37.48000,-122.25441,125743.03,15644.30,SEQUOIA HOSPITAL
11.80,2.61,34.58305,-118.14490,84597.40,14258.33,PALMDALE REGIONAL MEDICAL CENTER
16.36,2.79,32.61972,-117.02278,119502.38,15667.17,SHARP CHULA VISTA MEDICAL CENTER
8.65,2.47,33.62229,-117.92995,60505.78,13181.74,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
14.47,2.66,33.84780,-117.93661,105004.20,14672.84,AHMC ANAHEIM REGIONAL MEDICAL CENTER
20.65,3.14,34.07709,-117.75063,152364.36,18342.82,POMONA VALLEY HOSPITAL MEDICAL CENTER
14.88,2.48,35.27882,-120.65047,108184.30,13291.52,FRENCH HOSPITAL MEDICAL CENTER
18.92,2.72,34.15601,-118.32834,139092.80,15127.52,PROVIDENCE SAINT JOSEPH MEDICAL CTR
9.55,2.73,34.13973,-118.03534,67352.38,15191.65,METHODIST HOSPITAL OF SOUTHERN CA
13.79,3.23,34.14987,-118.23117,99804.83,19017.45,GLENDALE ADVENTIST MEDICAL CENTER
14.44,3.11,36.98999,-121.98357,104815.95,18080.69,DOMINICAN HOSPITAL
16.23,2.74,33.83862,-116.54557,118475.64,15216.34,DESERT REGIONAL MEDICAL CENTER
11.04,3.78,34.06675,-118.44613,78750.20,23223.60,RONALD REAGAN UCLA MEDICAL CENTER
13.48,2.78,34.27915,-118.46006,97486.87,15591.73,PROVIDENCE HOLY CROSS MEDICAL CENTER
15.89,2.90,40.58654,-122.39168,115873.21,16458.99,MERCY MEDICAL CENTER REDDING
16.95,2.88,37.69502,-121.88095,123996.53,16323.87,VALLEYCARE MEDICAL CENTER
30.00,3.52,37.67947,-122.47447,223904.87,21218.16,SETON MEDICAL CENTER
12.13,2.43,34.03009,-118.47833,87144.78,12910.93,SAINT JOHN'S HEALTH CENTER
9.42,3.66,38.46964,-122.70746,66372.12,22321.51,SUTTER MEDICAL CENTER OF SANTA ROSA
13.57,2.69,34.50107,-117.17285,98136.74,14870.26,ST MARY MEDICAL CENTER
16.12,3.51,37.85593,-122.25730,117640.83,21126.17,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
19.89,3.06,37.36934,-122.08047,146556.42,17669.27,EL CAMINO HOSPITAL
8.61,2.60,38.76514,-121.24979,60148.94,14150.19,SUTTER ROSEVILLE MEDICAL CENTER
13.29,2.48,32.88461,-117.22244,95986.34,13265.10,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
9.63,3.40,34.05076,-117.26395,67980.96,20316.58,LOMA LINDA UNIVERSITY MEDICAL CENTER
12.11,3.37,36.65910,-121.64630,86989.06,20067.81,SALINAS VALLEY MEMORIAL HOSPITAL
7.70,3.00,34.01501,-118.10064,53211.73,17205.00,BEVERLY HOSPITAL
10.89,2.53,33.81131,-118.34364,77612.08,13615.10,TORRANCE MEMORIAL MEDICAL CENTER
14.97,2.68,33.83891,-118.35677,108873.87,14774.00,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
17.34,3.00,37.94748,-122.53677,126988.81,17276.35,MARIN GENERAL HOSPITAL
26.32,3.35,38.26174,-122.04662,195723.73,19945.87,NORTHBAY MEDICAL CENTER
3.79,3.90,33.83043,-118.29402,23285.18,24151.64,LAC/HARBOR-UCLA MED CENTER
25.00,3.29,37.25153,-121.94684,185597.90,19462.38,GOOD SAMARITAN HOSPITAL
7.88,3.04,34.08802,-117.89341,54569.56,17581.91,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
15.42,2.89,33.93530,-118.13030,112292.35,16377.26,DOWNEY REGIONAL MEDICAL CENTER
15.74,2.58,34.27459,-119.25812,114769.83,14015.19,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
10.53,2.65,34.42951,-119.72333,74890.78,14577.35,SANTA BARBARA COTTAGE HOSPITAL
14.13,2.86,32.89810,-117.24217,102424.21,16172.65,SCRIPPS GREEN HOSPITAL
20.06,2.75,33.82557,-117.99493,147801.40,15340.20,WEST ANAHEIM MEDICAL CENTER
11.42,2.72,34.13364,-118.15275,81672.00,15108.53,HUNTINGTON MEMORIAL HOSPITAL
18.78,4.05,37.43436,-122.18013,138061.00,25251.81,STANFORD HOSPITAL
15.36,4.33,37.76421,-122.45716,111812.84,27382.64,UCSF MEDICAL CENTER
9.29,2.74,35.38338,-119.01969,65392.80,15278.41,SAN JOAQUIN COMMUNITY HOSPITAL
13.17,3.20,37.77449,-122.45429,95080.24,18764.44,ST MARY'S MEDICAL CENTER
23.50,3.02,37.66540,-120.99743,174152.43,17411.70,DOCTORS MEDICAL CENTER
13.99,3.17,34.05336,-118.26558,101351.08,18548.93,GOOD SAMARITAN HOSPITAL
15.73,2.46,34.20285,-118.62962,114657.79,13086.32,WEST HILLS HOSPITAL & MEDICAL CENTER
11.70,2.89,33.80861,-118.18661,83852.88,16420.77,LONG BEACH MEMORIAL MEDICAL CENTER
20.65,3.45,37.98396,-122.03464,152358.91,20662.32,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS
16.37,3.21,34.06389,-118.27347,119572.08,18834.17,SAINT VINCENT MEDICAL CENTER
16.53,2.62,33.03634,-117.28487,120830.33,14344.46,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS
16.55,2.93,38.66956,-121.31378,120920.44,16695.36,MERCY SAN JUAN MEDICAL CENTER
14.98,3.44,37.98224,-121.80362,108954.89,20631.83,SUTTER DELTA MEDICAL CENTER
14.58,2.92,34.20777,-118.88305,105881.19,16624.95,LOS ROBLES HOSPITAL & MEDICAL CENTER
15.53,2.42,33.80441,-118.06665,113142.25,12804.06,LOS ALAMITOS MEDICAL CENTER
18.42,2.80,37.66867,-120.97339,135301.05,15745.81,MEMORIAL  MEDICAL CENTER
12.75,2.50,33.56100,-117.66530,91888.26,13436.67,MISSION HOSPITAL REGIONAL MED CENTER
17.96,3.21,33.71466,-117.93322,131743.04,18840.41,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
17.29,2.44,33.76335,-116.40628,126618.07,12930.51,EISENHOWER MEDICAL CENTER
12.71,2.73,33.84932,-118.15323,91553.83,15174.00,LAKEWOOD REGIONAL MEDICAL CENTER
20.36,3.75,38.55484,-121.45628,150125.86,23018.23,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER
12.24,2.44,33.60883,-117.70881,87944.71,12937.13,SADDLEBACK MEMORIAL MEDICAL CENTER
24.21,3.32,34.07664,-118.37955,179586.68,19675.47,CEDARS-SINAI MEDICAL CENTER
12.85,2.98,33.70167,-117.95566,92668.71,17088.24,ORANGE COAST MEMORIAL MEDICAL CENTER
14.23,3.07,34.06193,-118.20157,103207.33,17799.67,KECK HOSPITAL OF USC
14.12,2.56,34.47174,-117.29791,102374.94,13905.00,DESERT VALLEY HOSPITAL
10.63,2.48,35.38506,-119.03992,75664.95,13295.30,BAKERSFIELD HEART HOSPITAL
7.02,2.41,36.85992,-119.78858,48002.25,12751.11,FRESNO HEART AND SURGICAL HOSPITAL
20.51,3.55,34.06760,-118.12291,151272.71,21448.00,GARFIELD MEDICAL CENTER
19.56,2.96,33.95076,-118.34828,144011.57,16904.92,CENTINELA HOSPITAL MEDICAL CENTER
10.96,3.14,33.75286,-117.83409,78198.27,18319.18,WESTERN MEDICAL CENTER SANTA ANA
10.98,2.63,32.77629,-117.05730,78347.77,14424.22,ALVARADO HOSPITAL MEDICAL CENTER
14.65,2.55,34.17067,-118.53200,106444.47,13829.95,PROVIDENCE TARZANA MEDICAL CENTER
16.52,2.73,40.58532,-122.38702,120708.12,15181.00,SHASTA REGIONAL MEDICAL CENTER
10.67,2.56,40.41481,-104.70890,75950.45,13839.40,NORTH COLORADO MEDICAL CENTER
11.60,3.18,40.18134,-105.12769,83080.24,18653.66,LONGMONT UNITED HOSPITAL
5.30,2.50,38.48040,-107.86857,34859.20,13423.73,MONTROSE MEMORIAL HOSPITAL
12.00,2.39,39.76893,-105.09006,86133.00,12533.76,EXEMPLA LUTHERAN MEDICAL CENTER
8.53,2.61,40.57315,-105.05741,59557.71,14253.88,POUDRE VALLEY HOSPITAL
11.20,2.40,38.23421,-104.62292,80028.57,12637.54,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER
9.55,2.85,37.23629,-107.82578,67346.94,16089.02,MERCY REGIONAL MEDICAL CENTER
13.26,2.94,39.74615,-104.96682,95736.85,16786.20,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER
13.62,2.48,39.71712,-105.12874,98559.56,13289.37,CENTURA HEALTH-ST ANTHONY HOSPITAL
11.91,2.36,38.28184,-104.61256,85429.67,12311.78,PARKVIEW MEDICAL CENTER INC
6.81,2.38,38.83903,-104.80024,46432.47,12505.22,MEMORIAL HOSPITAL CENTRAL
6.69,2.70,39.09046,-108.56190,45519.17,14932.60,ST MARYS HOSPITAL AND MEDICAL CENTER
13.51,3.16,39.74234,-104.84156,97649.61,18473.26,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT
13.31,2.72,40.02615,-105.28391,96130.73,15134.27,BOULDER COMMUNITY HOSPITAL
9.57,2.37,38.86559,-104.82182,67491.96,12409.44,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES
10.31,2.46,39.73231,-104.93396,73183.44,13080.00,ROSE MEDICAL CENTER
14.30,2.47,39.65399,-104.98116,103706.88,13170.88,SWEDISH MEDICAL CENTER
10.58,2.48,39.67005,-104.97490,75236.81,13273.81,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL
14.95,2.65,39.86430,-104.98481,108670.29,14529.14,NORTH SUBURBAN MEDICAL CENTER
12.45,2.61,39.68859,-104.83205,89572.45,14233.92,MEDICAL CENTER OF AURORA, THE
11.86,2.72,39.84960,-105.01825,85059.00,15124.38,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL
13.69,3.19,39.52910,-104.87121,99089.00,18708.28,SKY RIDGE MEDICAL CENTER
13.78,2.51,39.57629,-104.98610,99783.86,13477.52,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL
12.09,2.44,39.54881,-104.77119,86780.75,12930.33,PARKER ADVENTIST HOSPITAL
11.17,2.22,39.97043,-105.08661,79764.07,11301.00,EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC
8.15,2.34,40.45184,-105.19608,56662.67,12203.13,MEDICAL CENTER OF THE ROCKIES
6.49,2.90,41.30978,-72.93806,43982.70,16466.39,HOSPITAL OF ST RAPHAEL
5.77,2.88,41.77507,-72.69941,38406.72,16284.66,ST FRANCIS HOSPITAL & MEDICAL CENTER
12.95,2.86,41.55959,-73.05941,93409.58,16134.86,WATERBURY HOSPITAL
10.83,2.74,41.05562,-73.55390,77199.75,15286.00,STAMFORD HOSPITAL
9.68,3.22,41.18881,-73.16645,68353.84,18895.13,BRIDGEPORT HOSPITAL
8.28,2.86,41.55241,-73.03554,57654.99,16178.25,SAINT MARYS HOSPITAL
9.07,3.35,41.30400,-72.93502,63696.68,19899.16,YALE-NEW HAVEN HOSPITAL
6.99,3.07,41.75412,-72.67927,47756.86,17763.94,HARTFORD HOSPITAL
7.06,2.78,41.20049,-73.20281,48328.61,15593.77,ST VINCENT'S MEDICAL CENTER
7.33,2.78,41.40474,-73.44739,50402.09,15575.17,DANBURY HOSPITAL
7.60,3.65,41.73545,-72.79489,52450.18,22244.47,JOHN DEMPSEY HOSPITAL
7.57,2.89,39.69005,-75.68408,52248.65,16414.23,CHRISTIANA CARE HEALTH SERVICES, INC.
9.27,2.64,39.74954,-75.56662,65227.90,14453.92,ST FRANCIS HOSPITAL
7.28,2.64,39.15135,-75.52309,50009.67,14447.89,BAYHEALTH - KENT GENERAL HOSPITAL
5.10,2.79,38.64231,-75.60660,33296.17,15614.12,NANTICOKE MEMORIAL HOSPITAL
7.05,2.47,38.77159,-75.14210,48242.05,13151.38,BEEBE MEDICAL CENTER
8.87,3.01,38.90106,-77.05079,62170.43,17352.57,GEORGE WASHINGTON UNIV HOSPITAL
9.15,2.85,38.92944,-77.01473,64324.87,16110.40,WASHINGTON HOSPITAL CENTER
9.80,2.86,30.34913,-81.66391,69270.43,16176.20,SHANDS JACKSONVILLE MEDICAL CENTER
10.17,2.46,26.50479,-80.06979,72121.86,13129.75,BETHESDA MEMORIAL HOSPITAL
10.41,2.54,28.52517,-81.37729,73945.18,13705.66,ORLANDO HEALTH
8.47,2.42,28.57345,-81.36990,59124.39,12817.17,FLORIDA HOSPITAL
15.25,3.66,25.68309,-80.34038,111020.76,22326.22,BAPTIST HOSPITAL OF MIAMI INC
14.23,2.84,25.78846,-80.21644,103216.29,16048.77,UNIVERSITY OF MIAMI HOSPITAL
8.20,2.36,26.62849,-81.87423,57049.46,12378.36,LEE MEMORIAL HOSPITAL
7.33,2.11,29.01347,-80.94096,50385.74,10432.00,BERT FISH MEDICAL CENTER
6.97,2.62,29.20117,-81.05828,47608.86,14297.38,HALIFAX HEALTH MEDICAL CENTER
10.02,2.37,26.15053,-81.79919,70989.52,12391.31,NAPLES COMMUNITY HOSPITAL
10.17,2.20,28.08771,-80.61362,72099.26,11116.07,HOLMES REGIONAL MEDICAL CENTER
12.87,3.72,25.79143,-80.21250,92774.35,22752.85,JACKSON MEMORIAL HOSPITAL
11.40,2.22,28.83363,-82.33561,81570.24,11298.65,CITRUS MEMORIAL HOSPITAL
8.42,2.39,30.47650,-87.21219,58734.22,12554.81,SACRED HEART HOSPITAL
7.92,2.22,30.15963,-85.64818,54893.98,11263.30,BAY MEDICAL CENTER
9.64,2.51,28.63051,-80.82437,68054.47,13519.00,PARRISH MEDICAL CENTER
13.78,2.80,25.86166,-80.21398,99765.28,15728.03,NORTH SHORE MEDICAL CENTER
10.15,2.47,28.54917,-81.52746,72000.48,13149.05,HEALTH CENTRAL
15.38,3.03,27.76332,-82.64325,111992.55,17476.61,BAYFRONT MEDICAL CENTER INC
11.88,2.68,25.81317,-80.13996,85207.75,14762.21,MOUNT SINAI MEDICAL CENTER
10.03,2.36,27.49789,-82.56220,71039.80,12340.17,MANATEE MEMORIAL HOSPITAL
8.65,2.60,26.01867,-80.17981,60507.45,14186.30,MEMORIAL REGIONAL HOSPITAL
9.65,2.83,26.10282,-80.14245,68120.86,15910.33,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER
8.53,2.24,30.30835,-81.68919,59596.27,11453.19,ST VINCENT'S MEDICAL CENTER
13.40,2.34,27.19837,-80.24306,96835.57,12211.89,MARTIN MEMORIAL MEDICAL CENTER
11.45,2.23,28.26092,-82.18802,81933.82,11382.17,FLORIDA HOSPITAL ZEPHYRHILLS
10.66,2.15,26.94042,-82.04094,75853.73,10727.02,CHARLOTTE REGIONAL MEDICAL CENTER
10.72,2.33,28.55140,-81.72120,76317.47,12139.53,SOUTH LAKE HOSPITAL
9.48,2.25,28.02768,-81.72466,66848.24,11533.61,WINTER HAVEN HOSPITAL
8.63,2.36,28.82358,-81.71133,60297.50,12373.98,FLORIDA HOSPITAL WATERMAN
9.68,2.58,25.74067,-80.21244,68337.13,14056.06,MERCY HOSPITAL INC
9.73,2.13,29.17594,-82.13898,68789.95,10602.51,MUNROE REGIONAL MEDICAL CENTER
11.60,2.38,28.25431,-82.71447,83035.00,12504.11,MORTON PLANT NORTH BAY HOSPITAL
11.20,2.64,27.78088,-82.65126,80006.12,14502.71,ST ANTHONY'S HOSPITAL
7.17,2.16,29.24333,-81.10760,49179.70,10802.28,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER
10.40,2.15,27.09043,-82.44499,73912.13,10771.52,VENICE REGIONAL MEDICAL CENTER
16.62,2.30,28.53906,-82.44193,121519.05,11853.05,BROOKSVILLE REGIONAL HOSPITAL
14.44,2.31,26.18711,-80.11941,104786.50,11948.88,HOLY CROSS HOSPITAL INC
11.51,2.66,27.98242,-82.49025,82380.13,14616.01,ST JOSEPH'S HOSPITAL
14.65,2.44,26.59805,-80.09271,106407.26,12974.33,JFK MEDICAL CENTER
8.50,2.18,28.80659,-81.86906,59321.97,10928.88,LEESBURG REGIONAL MEDICAL CENTER
8.88,2.21,27.31827,-82.53140,62265.88,11186.53,SARASOTA MEMORIAL HOSPITAL
9.68,2.49,30.31525,-81.66398,68335.37,13359.20,BAPTIST MEDICAL CENTER
8.44,2.65,29.86371,-81.31749,58845.86,14593.08,FLAGLER HOSPITAL
8.57,2.21,28.33522,-80.72319,59906.14,11211.31,WUESTHOFF MEDICAL CENTER  ROCKLEDGE
9.12,2.30,30.43066,-87.23191,64096.66,11900.60,BAPTIST HOSPITAL
6.40,2.50,27.65832,-80.39307,43239.30,13446.17,INDIAN RIVER MEDICAL CENTER
10.27,2.42,27.50001,-81.43962,72890.53,12778.55,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER
14.16,2.44,28.29946,-81.41021,102690.66,12963.34,OSCEOLA REGIONAL MEDICAL CENTER
8.82,3.08,29.64155,-82.34844,61801.56,17831.06,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA
7.35,2.63,29.47897,-81.18915,50521.59,14383.17,FLORIDA HOSPITAL FLAGLER
15.18,3.33,30.73540,-86.56171,110442.06,19755.56,NORTH OKALOOSA MEDICAL CENTER
10.80,2.34,27.95192,-82.80379,76974.33,12160.83,MORTON PLANT HOSPITAL
14.49,2.78,27.93740,-82.45927,105224.29,15526.56,TAMPA GENERAL HOSPITAL
17.13,2.51,25.96994,-80.14533,125357.45,13491.54,AVENTURA HOSPITAL AND MEDICAL CENTER
10.55,2.46,30.45726,-84.26175,75063.76,13087.58,TALLAHASSEE MEMORIAL HEALTHCARE
11.84,2.47,28.18120,-81.64018,84890.72,13163.90,HEART OF FLORIDA REGIONAL MEDICAL CENTER
7.46,3.01,30.26389,-81.44283,51355.53,17289.59,MAYO CLINIC
14.50,2.74,25.70328,-80.29391,105275.60,15260.12,SOUTH MIAMI HOSPITAL, INC
8.84,2.25,28.06172,-81.95304,61919.72,11507.58,LAKELAND REGIONAL MEDICAL CENTER
10.73,2.29,28.81611,-81.28351,76383.45,11827.91,CENTRAL FLORIDA REGIONAL HOSPITAL
11.66,2.22,26.35875,-80.10203,83518.23,11251.00,BOCA RATON REGIONAL HOSPITAL
11.34,3.63,28.07111,-82.42342,81059.19,22083.84,FLORIDA HOSPITAL TAMPA
14.02,2.32,26.83035,-80.08655,101599.27,12071.09,PALM BEACH GARDENS MEDICAL CENTER
10.02,2.31,28.36005,-80.62309,70936.96,11983.70,CAPE CANAVERAL HOSPITAL
14.92,2.33,30.28793,-81.60103,108442.93,12130.76,MEMORIAL HOSPITAL JACKSONVILLE
11.43,2.87,25.88563,-80.32635,81750.57,16246.83,PALMETTO GENERAL HOSPITAL
12.50,2.31,26.26259,-80.20292,89942.57,11951.04,NORTHWEST MEDICAL CENTER
16.42,2.29,28.19342,-82.46987,119956.16,11787.52,MEDICAL CENTER OF TRINITY
14.07,2.25,29.66085,-82.41172,101949.83,11463.46,NORTH FLORIDA REGIONAL MEDICAL CENTER
19.07,2.89,25.73195,-80.38580,140232.50,16399.61,KENDALL REGIONAL MEDICAL CENTER
14.72,2.10,29.17550,-82.13680,106969.99,10327.25,OCALA REGIONAL MEDICAL CENTER
8.90,2.15,27.48213,-82.62126,62399.75,10766.44,BLAKE MEDICAL CENTER
8.93,2.30,26.52735,-81.83337,62597.82,11892.42,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM
18.84,2.32,30.45448,-86.63362,138466.48,12051.43,FORT WALTON BEACH MEDICAL CENTER
16.09,2.33,30.16550,-81.73775,117445.23,12124.50,ORANGE PARK MEDICAL CENTER
12.26,2.33,26.12354,-80.25951,88125.02,12137.37,WESTSIDE REGIONAL MEDICAL CENTER
12.06,2.15,30.51624,-87.21856,86618.58,10726.94,WEST FLORIDA HOSPITAL
14.86,2.19,26.98884,-82.09877,108047.51,11007.02,FAWCETT MEMORIAL HOSPITAL
14.37,2.29,27.82545,-82.70122,104306.77,11784.10,NORTHSIDE HOSPITAL
14.13,2.36,30.18657,-85.66513,102434.36,12371.36,GULF COAST MEDICAL CENTER
12.90,2.44,27.93259,-82.28759,93039.74,12987.69,BRANDON REGIONAL HOSPITAL
13.50,2.91,27.43392,-80.34350,97647.52,16538.04,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE
12.62,2.29,27.91458,-82.80382,90868.46,11841.92,LARGO MEDICAL CENTER
14.62,2.21,28.36128,-82.68883,106144.31,11225.79,REGIONAL MEDICAL CENTER BAYONET POINT
14.77,2.39,26.43709,-80.12728,107294.97,12537.30,DELRAY MEDICAL CENTER
14.11,2.21,28.53585,-82.53404,102257.36,11211.36,OAK HILL HOSPITAL
10.32,2.12,28.03957,-82.70875,73276.51,10496.75,MEASE COUNTRYSIDE HOSPITAL
9.93,2.64,26.68337,-80.25269,70317.17,14503.33,PALMS WEST HOSPITAL
8.30,2.49,26.65230,-80.20504,57794.67,13305.67,WELLINGTON REGIONAL MEDICAL CENTER
