size,lat,lon,price,name
3.50,33.62229,-117.92995,21862.39,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
4.68,33.84780,-117.93661,35494.35,AHMC ANAHEIM REGIONAL MEDICAL CENTER
5.95,34.15601,-118.32834,50138.87,PROVIDENCE SAINT JOSEPH MEDICAL CTR
5.87,33.83862,-116.54557,49213.47,DESERT REGIONAL MEDICAL CENTER
5.23,38.72562,-120.79096,41825.59,MARSHALL MEDICAL CENTER (1-RH)
3.52,36.06956,-119.02748,22110.19,SIERRA VIEW DISTRICT HOSPITAL
4.81,40.58654,-122.39168,36944.32,MERCY MEDICAL CENTER REDDING
4.28,34.03009,-118.47833,30864.75,SAINT JOHN'S HEALTH CENTER
3.69,36.83491,-121.38651,24085.07,HAZEL HAWKINS MEMORIAL HOSPITAL
3.76,34.50107,-117.17285,24849.00,ST MARY MEDICAL CENTER
4.77,37.85593,-122.25730,36563.60,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
3.96,38.76514,-121.24979,27153.81,SUTTER ROSEVILLE MEDICAL CENTER
4.16,37.74409,-121.43469,29459.29,SUTTER TRACY COMMUNITY HOSPITAL
5.27,32.88461,-117.22244,42309.53,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
3.78,34.05076,-117.26395,25099.33,LOMA LINDA UNIVERSITY MEDICAL CENTER
3.60,33.87236,-117.56809,22953.03,CORONA REGIONAL MEDICAL CENTER
7.10,38.12186,-121.28665,63484.47,LODI MEMORIAL HOSPITAL
3.59,32.95813,-115.55388,22836.16,PIONEERS MEMORIAL HEALTHCARE DISTRICT
3.40,34.01501,-118.10064,20622.42,BEVERLY HOSPITAL
2.89,36.22008,-119.33764,14791.86,TULARE REGIONAL MEDICAL CENTER
6.08,37.94748,-122.53677,51617.46,MARIN GENERAL HOSPITAL
6.91,38.26174,-122.04662,61268.00,NORTHBAY MEDICAL CENTER
2.77,34.24018,-118.39632,13365.08,PACIFICA HOSPITAL OF THE VALLEY
6.37,37.25153,-121.94684,55037.25,GOOD SAMARITAN HOSPITAL
3.06,38.39711,-122.81924,16796.73,PALM DRIVE HOSPITAL
3.11,33.75117,-116.96028,17318.27,HEMET VALLEY MEDICAL CENTER
5.75,33.93530,-118.13030,47815.89,DOWNEY REGIONAL MEDICAL CENTER
4.17,33.82557,-117.99493,29525.25,WEST ANAHEIM MEDICAL CENTER
5.10,34.13364,-118.15275,40290.87,HUNTINGTON MEMORIAL HOSPITAL
3.92,35.38338,-119.01969,26691.09,SAN JOAQUIN COMMUNITY HOSPITAL
8.60,37.66540,-120.99743,80717.94,DOCTORS MEDICAL CENTER
4.80,34.05336,-118.26558,36805.33,GOOD SAMARITAN HOSPITAL
5.46,34.20285,-118.62962,44529.40,WEST HILLS HOSPITAL & MEDICAL CENTER
4.98,37.69824,-122.08730,38973.78,EDEN MEDICAL CENTER
6.69,35.29188,-120.66635,58726.71,SIERRA VISTA REGIONAL MEDICAL CENTER
4.64,34.20777,-118.88305,35052.63,LOS ROBLES HOSPITAL & MEDICAL CENTER
5.84,33.80441,-118.06665,48923.93,LOS ALAMITOS MEDICAL CENTER
6.41,33.71466,-117.93322,55498.96,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
3.47,33.84753,-118.03841,21487.30,LA PALMA INTERCOMMUNITY HOSPITAL
4.75,38.46387,-121.41645,36332.19,METHODIST HOSPITAL OF SACRAMENTO
3.90,34.13289,-117.87121,26509.91,FOOTHILL PRESBYTERIAN HOSPITAL
5.67,38.55484,-121.45628,46862.43,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER
4.35,33.60883,-117.70881,31699.52,SADDLEBACK MEMORIAL MEDICAL CENTER
4.60,34.24359,-119.01992,34566.11,ST JOHNS PLEASANT VALLEY HOSPITAL
7.43,34.07664,-118.37955,67218.61,CEDARS-SINAI MEDICAL CENTER
3.59,33.70167,-117.95566,22907.57,ORANGE COAST MEMORIAL MEDICAL CENTER
3.15,33.71818,-117.16690,17836.00,MENIFEE VALLEY MEDICAL CENTER
3.34,34.22139,-118.45660,19945.45,MISSION COMMUNITY HOSPITAL - PANORAMA
3.12,34.47174,-117.29791,17491.67,DESERT VALLEY HOSPITAL
4.59,35.38506,-119.03992,34423.53,BAKERSFIELD HEART HOSPITAL
5.35,33.78824,-118.14563,43209.18,COMMUNITY HOSPITAL OF LONG BEACH
7.40,34.06760,-118.12291,66903.04,GARFIELD MEDICAL CENTER
4.94,33.95076,-118.34828,38442.57,CENTINELA HOSPITAL MEDICAL CENTER
2.77,34.16028,-118.44948,13451.87,SHERMAN OAKS HOSPITAL
4.07,32.77629,-117.05730,28424.65,ALVARADO HOSPITAL MEDICAL CENTER
6.29,34.17067,-118.53200,54024.87,PROVIDENCE TARZANA MEDICAL CENTER
4.40,40.58532,-122.38702,32183.97,SHASTA REGIONAL MEDICAL CENTER
3.37,40.18134,-105.12769,20291.67,LONGMONT UNITED HOSPITAL
2.83,40.57315,-105.05741,14095.17,POUDRE VALLEY HOSPITAL
3.47,38.23421,-104.62292,21448.89,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER
4.05,39.71712,-105.12874,28154.00,CENTURA HEALTH-ST ANTHONY HOSPITAL
3.83,38.28184,-104.61256,25681.54,PARKVIEW MEDICAL CENTER INC
3.84,39.74234,-104.84156,25761.75,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT
4.27,40.02615,-105.28391,30756.55,BOULDER COMMUNITY HOSPITAL
3.03,40.41320,-105.05139,16377.82,MCKEE MEDICAL CENTER
3.26,38.86559,-104.82182,19062.76,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES
4.56,39.73231,-104.93396,34025.47,ROSE MEDICAL CENTER
4.20,39.65399,-104.98116,29942.70,SWEDISH MEDICAL CENTER
4.59,39.67005,-104.97490,34404.90,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL
2.38,38.74540,-108.04700,8854.87,DELTA COUNTY MEMORIAL HOSPITAL
3.65,39.84960,-105.01825,23590.14,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL
3.92,39.52910,-104.87121,26732.09,SKY RIDGE MEDICAL CENTER
3.39,41.77507,-72.69941,20614.53,ST FRANCIS HOSPITAL & MEDICAL CENTER
3.79,41.55959,-73.05941,25178.49,WATERBURY HOSPITAL
4.79,41.05562,-73.55390,36772.76,STAMFORD HOSPITAL
2.94,41.33722,-72.10380,15421.00,LAWRENCE & MEMORIAL HOSPITAL
3.51,41.18881,-73.16645,21974.27,BRIDGEPORT HOSPITAL
2.20,41.79153,-73.13382,6805.96,CHARLOTTE HUNGERFORD HOSPITAL
2.97,41.55241,-73.03554,15696.62,SAINT MARYS HOSPITAL
3.08,41.54874,-72.80148,16941.26,MIDSTATE MEDICAL CENTER
3.31,41.03431,-73.63020,19686.37,GREENWICH HOSPITAL ASSOCIATION
2.73,41.71622,-72.22399,12907.86,WINDHAM COMM MEM HOSP & HATCH HOSP
2.61,41.54301,-72.08799,11521.50,WILLIAM W BACKUS HOSPITAL
3.37,41.75412,-72.67927,20380.75,HARTFORD HOSPITAL
2.90,41.78185,-72.52591,14860.53,MANCHESTER MEMORIAL HOSPITAL
2.94,41.20049,-73.20281,15316.93,ST VINCENT'S MEDICAL CENTER
2.70,41.40474,-73.44739,12611.47,DANBURY HOSPITAL
2.96,41.66107,-72.78671,15566.55,HOSPITAL OF CENTRAL CONNECTICUT, THE
2.74,41.73545,-72.79489,13050.93,JOHN DEMPSEY HOSPITAL
2.86,39.74954,-75.56662,14445.66,ST FRANCIS HOSPITAL
2.84,39.15135,-75.52309,14218.50,BAYHEALTH - KENT GENERAL HOSPITAL
2.78,38.64231,-75.60660,13562.21,NANTICOKE MEMORIAL HOSPITAL
3.19,38.77159,-75.14210,18209.32,BEEBE MEDICAL CENTER
3.96,38.90106,-77.05079,27204.71,GEORGE WASHINGTON UNIV HOSPITAL
3.44,38.93576,-77.10909,21158.81,SIBLEY MEMORIAL HOSPITAL
2.84,38.94397,-76.99040,14174.02,PROVIDENCE HOSPITAL
3.26,38.92944,-77.01473,19044.13,WASHINGTON HOSPITAL CENTER
3.75,30.34913,-81.66391,24748.26,SHANDS JACKSONVILLE MEDICAL CENTER
3.95,26.50479,-80.06979,27066.13,BETHESDA MEMORIAL HOSPITAL
4.01,28.52517,-81.37729,27708.19,ORLANDO HEALTH
4.98,25.68309,-80.34038,38941.96,BAPTIST HOSPITAL OF MIAMI INC
5.40,25.78846,-80.21644,43818.29,UNIVERSITY OF MIAMI HOSPITAL
3.18,29.20117,-81.05828,18178.68,HALIFAX HEALTH MEDICAL CENTER
3.15,26.15053,-81.79919,17768.22,NAPLES COMMUNITY HOSPITAL
3.71,25.79143,-80.21250,24222.76,JACKSON MEMORIAL HOSPITAL
2.85,28.83363,-82.33561,14318.97,CITRUS MEMORIAL HOSPITAL
3.05,30.47650,-87.21219,16624.41,SACRED HEART HOSPITAL
3.00,30.15963,-85.64818,16022.67,BAY MEDICAL CENTER
5.36,25.86166,-80.21398,43377.96,NORTH SHORE MEDICAL CENTER
4.76,25.81317,-80.13996,36388.10,MOUNT SINAI MEDICAL CENTER
4.08,26.01867,-80.17981,28589.70,MEMORIAL REGIONAL HOSPITAL
3.20,30.30835,-81.68919,18402.19,ST VINCENT'S MEDICAL CENTER
4.06,27.19837,-80.24306,28323.93,MARTIN MEMORIAL MEDICAL CENTER
3.37,29.04263,-81.31635,20343.12,FLORIDA HOSPITAL DELAND
4.24,28.26092,-82.18802,30423.29,FLORIDA HOSPITAL ZEPHYRHILLS
3.35,26.94042,-82.04094,20099.54,CHARLOTTE REGIONAL MEDICAL CENTER
4.18,28.13321,-82.75839,29743.58,HELEN ELLIS MEMORIAL HOSPITAL
3.15,29.17594,-82.13898,17832.10,MUNROE REGIONAL MEDICAL CENTER
3.79,28.25431,-82.71447,25158.05,MORTON PLANT NORTH BAY HOSPITAL
3.75,27.78088,-82.65126,24680.20,ST ANTHONY'S HOSPITAL
3.47,29.24333,-81.10760,21432.11,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER
3.05,27.09043,-82.44499,16593.63,VENICE REGIONAL MEDICAL CENTER
4.85,28.53906,-82.44193,37375.22,BROOKSVILLE REGIONAL HOSPITAL
4.00,26.18711,-80.11941,27645.23,HOLY CROSS HOSPITAL INC
4.15,26.98905,-82.09559,29300.00,PEACE RIVER REGIONAL MEDICAL CENTER
4.23,26.59805,-80.09271,30311.37,JFK MEDICAL CENTER
3.16,28.80659,-81.86906,17927.86,LEESBURG REGIONAL MEDICAL CENTER
3.04,26.27623,-80.12220,16520.82,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER
4.64,30.31525,-81.66398,35012.84,BAPTIST MEDICAL CENTER
3.32,28.33522,-80.72319,19783.17,WUESTHOFF MEDICAL CENTER  ROCKLEDGE
3.39,30.43066,-87.23191,20513.71,BAPTIST HOSPITAL
2.48,30.19345,-82.63268,10071.00,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER
2.61,27.65832,-80.39307,11549.91,INDIAN RIVER MEDICAL CENTER
3.12,29.64155,-82.34844,17496.16,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA
3.52,30.27449,-81.40071,22121.00,BAPTIST MEDICAL CENTER  BEACHES
3.21,27.91798,-81.84402,18515.08,BARTOW REGIONAL MEDICAL CENTER
3.35,27.75214,-82.73951,20089.87,PALMS OF PASADENA HOSPITAL
3.54,28.01563,-82.13900,22350.46,SOUTH FLORIDA BAPTIST HOSPITAL
3.67,24.58076,-81.74233,23804.26,LOWER KEYS MEDICAL CENTER
2.79,30.26389,-81.44283,13688.76,MAYO CLINIC
5.10,25.70328,-80.29391,40327.00,SOUTH MIAMI HOSPITAL, INC
4.57,28.06172,-81.95304,34160.28,LAKELAND REGIONAL MEDICAL CENTER
4.23,28.81611,-81.28351,30285.32,CENTRAL FLORIDA REGIONAL HOSPITAL
4.10,27.30187,-82.45428,28821.23,DOCTORS HOSPITAL OF SARASOTA
2.81,27.22739,-81.85108,13843.94,DESOTO MEMORIAL HOSPITAL
3.45,28.36005,-80.62309,21293.57,CAPE CANAVERAL HOSPITAL
6.34,27.80541,-82.72694,54625.95,ST PETERSBURG GENERAL HOSPITAL
4.38,26.26259,-80.20292,32058.95,NORTHWEST MEDICAL CENTER
5.40,25.73195,-80.38580,43832.05,KENDALL REGIONAL MEDICAL CENTER
3.90,28.34805,-82.19963,26403.00,PASCO REGIONAL MEDICAL CENTER
4.39,27.48213,-82.62126,32129.64,BLAKE MEDICAL CENTER
4.62,26.12354,-80.25951,34793.09,WESTSIDE REGIONAL MEDICAL CENTER
2.99,29.64481,-81.69431,15978.98,PUTNAM COMMUNITY MEDICAL CENTER
4.48,27.93259,-82.28759,33159.05,BRANDON REGIONAL HOSPITAL
5.18,27.43392,-80.34350,41250.68,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE
3.97,27.25983,-80.82855,27280.78,RAULERSON HOSPITAL
3.95,26.92138,-80.09708,27007.82,JUPITER MEDICAL CENTER
4.47,28.36128,-82.68883,33051.33,REGIONAL MEDICAL CENTER BAYONET POINT
4.78,26.43709,-80.12728,36600.71,DELRAY MEDICAL CENTER
4.55,27.71350,-82.36512,33917.62,SOUTH BAY HOSPITAL
4.26,27.28861,-80.29431,30598.18,ST LUCIE MEDICAL CENTER
4.78,28.53585,-82.53404,36672.03,OAK HILL HOSPITAL
3.58,28.03957,-82.70875,22780.53,MEASE COUNTRYSIDE HOSPITAL
4.19,26.94996,-82.32651,29767.84,ENGLEWOOD COMMUNITY HOSPITAL
3.64,26.35614,-80.19956,23428.82,WEST BOCA MEDICAL CENTER
5.51,26.68337,-80.25269,45089.81,PALMS WEST HOSPITAL
4.28,26.01394,-80.30980,30803.15,MEMORIAL HOSPITAL WEST
4.25,25.99079,-80.37333,30553.00,MEMORIAL HOSPITAL MIRAMAR
4.26,26.21388,-81.73257,30654.67,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE
3.37,26.70181,-80.05055,20374.77,GOOD SAMARITAN MEDICAL CENTER
3.32,26.08155,-80.36449,19733.07,CLEVELAND CLINIC HOSPITAL
3.90,27.38993,-82.43343,26489.06,LAKEWOOD RANCH MEDICAL CENTER
3.61,34.78963,-84.98398,23135.47,HAMILTON MEDICAL CENTER
2.88,32.88710,-84.33393,14729.38,UPSON REGIONAL MEDICAL CENTER
2.99,31.22516,-82.34898,15913.00,SATILLA REGIONAL MEDICAL CENTER
2.97,31.59023,-84.15756,15727.17,PHOEBE PUTNEY MEMORIAL HOSPITAL
4.12,33.79230,-84.32107,29028.87,EMORY UNIVERSITY HOSPITAL
2.55,33.03204,-85.05781,10889.85,WEST GEORGIA MEDICAL CENTER
2.73,33.60237,-83.84809,12949.36,NEWTON MEDICAL CENTER
3.41,34.51192,-84.92579,20797.47,GORDON HOSPITAL
3.01,32.02825,-81.09977,16147.62,CANDLER HOSPITAL
2.99,33.47096,-81.98176,15911.92,UNIVERSITY HOSPITAL
3.03,34.30335,-83.81737,16356.41,NORTHEAST GEORGIA MEDICAL CENTER, INC
4.63,34.19990,-84.79378,34943.09,CARTERSVILLE MEDICAL CENTER
2.66,33.47091,-81.98988,12136.08,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS
3.71,33.96770,-84.55011,24289.90,WELLSTAR KENNESTONE HOSPITAL
3.17,31.98515,-81.15475,18060.79,ST JOSEPH'S HOSPITAL - SAVANNAH
3.47,34.26000,-85.17000,21470.44,FLOYD MEDICAL CENTER
2.88,32.61642,-83.63065,14724.84,HOUSTON MEDICAL CENTER
3.18,33.96117,-83.39832,18126.11,ATHENS REGIONAL MEDICAL CENTER
2.79,33.78956,-84.28077,13607.95,DEKALB MEDICAL CENTER
3.47,33.76810,-84.38616,21519.22,EMORY UNIVERSITY HOSPITAL MIDTOWN
3.93,33.75205,-84.38272,26817.64,GRADY MEMORIAL HOSPITAL
3.22,33.90877,-84.35180,18637.81,SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC
3.19,33.68072,-84.00200,18287.32,ROCKDALE MEDICAL CENTER
3.02,31.47069,-83.50473,16326.71,TIFT REGIONAL MEDICAL CENTER
3.26,32.83041,-83.63476,19080.60,MEDICAL CENTER OF CENTRAL GEORGIA
4.27,33.76372,-84.37315,30704.79,ATLANTA MEDICAL CENTER
2.75,30.86250,-83.28630,13174.85,SOUTH GEORGIA MEDICAL CENTER
2.62,31.60200,-81.89172,11613.46,WAYNE MEMORIAL HOSPITAL
3.14,32.20903,-82.37585,17630.06,MEADOWS REGIONAL MEDICAL CENTER
3.51,33.85638,-84.60446,21991.87,WELLSTAR COBB HOSPITAL
3.71,32.84705,-83.61823,24298.98,COLISEUM MEDICAL CENTER
3.53,33.57843,-84.38897,22205.27,SOUTHERN REGIONAL MEDICAL CENTER
3.91,33.48259,-82.09038,26525.58,DOCTORS HOSPITAL
2.81,33.51144,-84.22200,13842.91,HENRY MEDICAL CENTER, INC
4.34,34.06334,-84.31976,31527.52,NORTH FULTON REGIONAL HOSPITAL
3.15,33.45252,-84.50697,17845.78,PIEDMONT FAYETTE HOSPITAL
6.31,33.68000,-84.42685,54264.88,SOUTH FULTON MEDICAL CENTER
3.45,21.30780,-157.85505,21213.52,THE QUEENS MEDICAL CENTER
3.14,21.37080,-158.02746,17688.31,HAWAII MEDICAL CENTER WEST
2.78,43.61218,-116.19234,13504.71,ST LUKES REGIONAL MEDICAL CENTER
3.08,43.46987,-111.99208,16993.50,EASTERN IDAHO REGIONAL MEDICAL CENTER
3.38,42.06550,-87.68428,20413.36,EVANSTON HOSPITAL
2.92,40.75318,-89.59321,15105.59,PROCTOR HOSPITAL
2.94,39.93563,-91.39833,15414.15,BLESSING HOSPITAL
3.33,41.86011,-87.69571,19900.95,MT SINAI HOSPITAL MEDICAL CENTER
4.24,41.72930,-88.26976,30354.53,COPLEY MEMORIAL HOSPITAL
2.39,39.12680,-88.55059,9036.00,ST ANTHONYS MEMORIAL HOSPITAL
2.68,38.52908,-89.11604,12404.12,ST MARYS HOSPITAL
3.81,40.95560,-90.36618,25384.25,GALESBURG COTTAGE HOSPITAL
3.70,41.80160,-89.69714,24140.83,CGH MEDICAL CENTER
2.85,38.32292,-88.91026,14354.67,GOOD SAMARITAN REGIONAL HLTH CENTER
3.26,41.72636,-87.56727,19080.08,ADVOCATE TRINITY HOSPITAL
3.34,41.89141,-87.77618,20038.71,WEST SUBURBAN MEDICAL CENTER
3.34,42.05624,-87.74012,20006.83,SKOKIE HOSPITAL
3.31,39.80726,-89.64496,19595.62,ST JOHNS HOSPITAL
3.07,41.83195,-87.79266,16853.06,MACNEAL  HOSPITAL
3.44,41.66900,-87.81414,21130.02,PALOS COMMUNITY HOSPITAL
3.06,40.98818,-90.36374,16696.04,ST MARY MEDICAL CENTER
3.37,40.70200,-89.59222,20332.72,SAINT FRANCIS MEDICAL CENTER
4.25,41.69322,-87.62436,30536.38,ROSELAND COMMUNITY HOSPITAL
4.16,42.37840,-87.83329,29435.55,VISTA MEDICAL CENTER EAST
4.29,41.78829,-87.60485,30938.33,THE UNIVERSITY OF CHICAGO MEDICAL CENTER
3.52,40.13811,-87.64569,22052.40,PROVENA UNITED SAMARITANS MEDCTR-LOGAN
3.06,41.36897,-88.42537,16744.36,MORRIS HOSPITAL & HEALTHCARE CENTERS
2.61,41.77813,-87.63330,11499.64,ST BERNARD HOSPITAL
3.79,40.11739,-88.22714,25171.62,PROVENA COVENANT MEDICAL CENTER- URBANA
4.09,41.97532,-87.69958,28694.79,SWEDISH COVENANT HOSPITAL
2.84,41.95453,-87.65225,14180.09,THOREK MEMORIAL HOSPITAL
3.07,42.31832,-88.27920,16870.18,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL
3.68,41.80555,-87.92059,23936.63,HINSDALE HOSPITAL
2.73,41.87381,-87.67421,12901.85,JOHN H STROGER JR HOSPITAL
5.59,38.70148,-90.14382,45979.92,GATEWAY REGIONAL MEDICAL CENTER
3.01,40.49639,-88.99106,16219.57,BROMENN HEALTHCARE
3.29,41.76946,-87.69239,19439.11,HOLY CROSS HOSPITAL
3.76,41.12049,-87.87187,24824.50,PROVENA ST MARYS HOSPITAL
2.67,41.84639,-87.62345,12256.10,MERCY HOSPITAL AND MEDICAL CENTER
2.91,42.29592,-89.63773,15010.79,FHN MEMORIAL HOSPITAL
2.76,37.72790,-89.22058,13262.73,MEMORIAL HOSPITAL OF CARBONDALE
3.14,39.82659,-88.93119,17704.87,ST MARYS HOSPITAL
4.04,41.78566,-88.32886,28035.21,PROVENA MERCY MEDICAL CENTER
3.28,42.27597,-88.40019,19303.38,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL
3.67,41.72094,-87.69220,23793.46,LITTLE COMPANY OF MARY HOSPITAL
3.94,41.90414,-87.68254,26906.44,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS
3.28,41.12572,-87.88526,19344.92,RIVERSIDE MEDICAL CENTER
2.95,38.51081,-89.99014,15460.71,ST ELIZABETH HOSPITAL
3.58,41.86362,-87.93567,22740.42,ELMHURST MEMORIAL HOSPITAL
3.75,42.27447,-87.95764,24751.22,ADVOCATE CONDELL MEDICAL CENTER
3.25,41.72031,-87.73249,18934.95,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER
4.06,41.88566,-88.34311,28249.38,DELNOR COMMUNITY HOSPITAL
4.28,42.03576,-88.32575,30862.52,PROVENA - SAINT JOSEPH HOSPITAL
3.37,42.03837,-87.84820,20306.83,ADVOCATE LUTHERAN GENERAL HOSPITAL
3.38,41.93418,-87.63579,20399.97,SAINT JOSEPH HOSPITAL
3.53,42.26584,-89.07428,22237.41,SWEDISH AMERICAN HOSPITAL
3.27,42.26634,-89.00900,19208.30,SAINT ANTHONY MEDICAL CENTER
2.49,41.32878,-89.12520,10183.27,ILLINOIS VALLEY COMMUNITY HOSPITAL
3.51,42.29844,-89.09897,21920.72,ROCKFORD MEMORIAL HOSPITAL
3.45,41.89166,-87.84838,21248.64,WESTLAKE COMMUNITY HOSPITAL
3.33,41.56720,-87.69566,19907.98,ADVOCATE SOUTH SUBURBAN HOSPITAL
3.77,41.94560,-87.76897,24974.44,OUR LADY OF THE RESURRECTION MED CTR
2.62,41.49581,-90.41871,11617.00,GENESIS MEDICAL CENTER ILLINI CAMPUS
2.67,41.48200,-90.57158,12188.65,TRINITY ROCK ISLAND
2.80,41.96185,-88.72130,13767.26,KISHWAUKEE COMMUNITY HOSPITAL
3.46,41.81791,-88.00907,21418.94,ADVOCATE GOOD SAMARITAN HOSPITAL
3.42,38.73818,-89.94728,20952.00,ANDERSON HOSPITAL
2.77,39.76255,-86.50165,13421.62,HENDRICKS REGIONAL HEALTH
2.81,41.61055,-86.72511,13881.42,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL
3.26,41.63466,-87.44901,19042.56,ST CATHERINE HOSPITAL INC
3.48,40.48720,-86.15548,21639.26,ST JOSEPH HOSPITAL & HEALTH CENTER INC
2.96,41.70639,-86.89936,15583.51,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY
2.70,41.70568,-85.93404,12553.03,ELKHART GENERAL HOSPITAL
2.92,39.94340,-85.36306,15182.13,HENRY COUNTY MEMORIAL HOSPITAL
3.21,41.51266,-87.26125,18508.57,ST MARY MEDICAL CENTER INC
3.66,41.46729,-87.05130,23703.61,PORTER VALPARAISO HOSPITAL
3.52,39.79009,-86.16260,22096.38,INDIANA UNIVERSITY HEALTH
2.88,40.04526,-86.02297,14614.21,RIVERVIEW HOSPITAL
2.27,38.65870,-87.16032,7656.17,DAVIESS COMMUNITY HOSPITAL
3.28,39.78704,-86.07673,19250.04,COMMUNITY HOSPITAL EAST
3.11,37.98293,-87.57072,17323.26,DEACONESS HOSPITAL INC
3.37,39.91001,-86.19660,20316.77,ST VINCENT HOSPITAL & HEALTH SERVICES
2.95,39.11138,-84.88343,15507.45,DEARBORN COUNTY HOSPITAL
2.77,40.09594,-85.68152,13402.40,SAINT JOHN'S HEALTH SYSTEM
3.33,40.19679,-85.41573,19864.05,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL
