size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
12.54,3.98,37.31288,-121.93329,33032.27,8388.09,0.67,0.65,0.02,SANTA CLARA VALLEY MEDICAL CENTER
10.40,2.42,39.74221,-121.85000,26862.34,3914.00,0.83,0.71,0.48,ENLOE MEDICAL CENTER
8.14,2.62,40.14813,-122.21934,20359.00,4492.00,0.00,0.00,0.00,ST ELIZABETH COMMUNITY HOSPITAL
10.73,3.11,37.82206,-122.26275,27819.10,5905.60,0.50,0.64,0.32,ALTA BATES SUMMIT MEDICAL CENTER
9.27,2.76,32.78037,-115.56848,23622.36,4884.18,0.50,0.97,0.70,EL CENTRO REGIONAL MEDICAL CENTER
11.06,3.26,37.79100,-122.43125,28756.93,6312.34,0.83,0.64,0.11,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
4.63,2.72,34.67486,-118.15771,10275.96,4778.22,0.50,0.68,0.45,ANTELOPE VALLEY HOSPITAL MED CENTER
8.37,2.61,36.32737,-119.29548,21025.32,4466.67,0.50,0.56,0.12,KAWEAH DELTA MEDICAL CENTER
9.91,3.05,34.12834,-118.25777,25454.54,5736.41,0.50,0.72,0.45,GLENDALE MEM HOSPITAL & HLTH CENTER
8.39,3.03,36.73000,-119.78000,21089.76,5656.68,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
9.70,3.28,34.09643,-118.29103,24868.12,6397.00,0.75,0.76,0.74,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
8.91,2.62,33.78036,-117.86495,22569.76,4488.81,0.50,0.60,0.89,ST JOSEPH HOSPITAL
12.59,2.85,32.75143,-117.16083,33178.08,5158.66,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
12.22,2.94,37.95337,-122.33672,32114.15,5409.40,0.50,0.64,0.19,DOCTORS MEDICAL CENTER-SAN PABLO
9.48,2.60,34.21674,-119.15631,24221.50,4428.22,0.50,0.64,0.07,ST JOHNS REGIONAL MEDICAL CENTER
13.19,2.74,37.96987,-121.28873,34895.29,4838.33,0.83,0.69,0.97,ST JOSEPHS MED CENTER OF STOCKTON
7.65,2.72,38.28820,-122.46533,18953.00,4761.73,0.00,0.00,0.00,SONOMA VALLEY HOSPITAL
7.37,2.54,36.83532,-119.76562,18164.24,4268.11,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
8.94,2.59,34.10130,-117.63651,22675.74,4392.21,0.50,0.66,0.86,SAN ANTONIO COMMUNITY HOSPITAL
11.24,2.83,32.79949,-117.15394,29281.22,5103.37,0.67,0.62,0.11,SHARP MEMORIAL HOSPITAL
12.03,2.73,33.92798,-117.43847,31550.13,4791.73,0.50,0.89,0.25,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
11.28,3.23,34.04932,-118.21746,29385.81,6249.00,0.25,0.74,0.99,WHITE MEMORIAL MEDICAL CENTER
10.67,3.24,33.92963,-118.20332,27657.87,6275.87,0.67,0.79,0.33,SAINT FRANCIS MEDICAL CENTER
8.98,2.69,34.95099,-120.41322,22789.81,4694.95,0.50,0.94,0.48,MARIAN MEDICAL CENTER
7.88,2.80,38.57155,-121.46874,19624.19,5014.78,0.83,0.78,0.80,SUTTER GENERAL HOSPITAL
8.95,2.89,34.07558,-118.28424,22687.25,5252.00,0.00,0.00,0.00,TEMPLE COMMUNITY HOSPITAL
9.75,2.70,34.02685,-118.48651,24996.88,4715.00,0.50,0.76,0.21,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
8.32,2.55,33.12535,-117.07336,20875.46,4292.38,0.50,0.55,0.70,PALOMAR MEDICAL CENTER
13.76,2.71,34.22014,-118.53410,36535.34,4747.30,0.33,0.56,0.45,NORTHRIDGE HOSPITAL MEDICAL CENTER
17.46,2.43,37.80132,-121.19690,47185.76,3941.96,0.00,0.00,0.00,DOCTORS HOSPITAL OF MANTECA
7.23,2.60,36.32362,-119.66726,17742.95,4415.88,0.50,0.89,0.25,ADVENTIST MEDICAL CENTER
7.12,2.39,34.20495,-118.21589,17443.38,3833.15,0.00,0.00,0.00,VERDUGO HILLS HOSPITAL
23.90,3.35,37.36257,-121.84974,65712.81,6579.67,0.50,0.70,0.02,REGIONAL MEDICAL CENTER OF SAN JOSE
8.40,2.89,34.19494,-118.46319,21121.88,5260.56,0.50,0.78,0.76,VALLEY PRESBYTERIAN HOSPITAL
7.31,2.54,33.18402,-117.29661,17988.14,4242.08,0.50,0.57,0.21,TRI-CITY MEDICAL CENTER
11.47,2.80,34.13495,-117.27603,29938.76,5007.08,0.50,0.66,0.48,ST BERNARDINE MEDICAL CENTER
14.77,2.86,34.10081,-118.10588,39439.06,5171.69,0.00,0.00,0.00,SAN GABRIEL VALLEY MEDICAL CENTER
9.59,2.59,39.13822,-121.59436,24540.73,4407.00,0.50,0.51,0.21,RIDEOUT MEMORIAL HOSPITAL
9.66,2.77,36.57886,-121.91316,24727.65,4908.73,0.67,0.56,0.58,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
7.97,2.56,39.22809,-121.04721,19880.98,4311.62,0.00,0.00,0.00,SIERRA NEVADA MEMORIAL HOSPITAL
12.88,3.15,37.78963,-122.41700,33999.46,5998.46,0.75,0.70,0.30,SAINT FRANCIS MEMORIAL HOSPITAL
17.50,3.07,37.32710,-121.93863,47309.10,5778.28,0.67,0.71,0.38,O'CONNOR HOSPITAL
9.60,2.37,33.89465,-117.92716,24578.10,3776.15,0.67,0.71,0.91,ST JUDE MEDICAL CENTER
11.46,2.51,33.96860,-118.04831,29906.00,4159.34,0.50,0.46,0.16,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
11.06,2.78,38.44369,-122.70138,28770.00,4943.36,0.67,0.86,0.58,SANTA ROSA MEMORIAL HOSPITAL
12.09,2.57,37.51164,-120.83800,31736.09,4343.62,0.33,0.86,0.16,EMANUEL MEDICAL CENTER INC
19.96,2.77,37.91341,-122.04163,54377.58,4905.54,0.50,0.62,0.33,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
10.40,3.03,33.77991,-118.18602,26867.00,5672.23,0.50,0.82,0.94,ST MARY MEDICAL CENTER
16.24,3.20,36.92821,-121.79360,43678.44,6143.00,0.00,0.00,0.00,WATSONVILLE COMMUNITY HOSPITAL
19.41,3.01,37.55717,-121.98126,52777.37,5603.20,0.50,0.54,0.89,WASHINGTON HOSPITAL
16.91,2.67,37.48000,-122.25441,45607.46,4617.02,0.00,0.00,0.00,SEQUOIA HOSPITAL
8.93,2.55,34.58305,-118.14490,22653.27,4273.00,0.50,0.86,0.54,PALMDALE REGIONAL MEDICAL CENTER
12.65,2.64,32.61972,-117.02278,33336.87,4542.67,0.50,0.71,0.58,SHARP CHULA VISTA MEDICAL CENTER
5.66,2.32,33.62229,-117.92995,13218.39,3631.00,0.50,0.70,0.51,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
16.96,2.44,39.75720,-121.57018,45740.95,3978.25,0.50,0.65,0.58,FEATHER RIVER HOSPITAL
10.47,2.74,33.84780,-117.93661,27078.82,4817.95,0.50,0.74,0.58,AHMC ANAHEIM REGIONAL MEDICAL CENTER
10.28,3.87,37.75676,-122.40461,26513.88,8084.88,0.75,0.51,0.12,SAN FRANCISCO GENERAL HOSPITAL
13.03,3.01,34.07709,-117.75063,34433.59,5598.53,0.33,0.74,0.98,POMONA VALLEY HOSPITAL MEDICAL CENTER
10.15,2.39,35.27882,-120.65047,26152.13,3834.50,0.00,0.00,0.00,FRENCH HOSPITAL MEDICAL CENTER
14.56,2.56,34.15601,-118.32834,38824.38,4304.61,0.50,0.80,0.97,PROVIDENCE SAINT JOSEPH MEDICAL CTR
13.86,2.78,34.28920,-118.74484,36821.00,4935.07,0.50,0.90,0.93,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES
8.87,2.58,34.13973,-118.03534,22478.25,4368.17,0.50,0.45,0.11,METHODIST HOSPITAL OF SOUTHERN CA
13.19,2.99,34.14987,-118.23117,34900.23,5540.06,0.67,0.75,0.89,GLENDALE ADVENTIST MEDICAL CENTER
13.30,2.92,36.98999,-121.98357,35205.10,5347.96,0.50,0.64,0.64,DOMINICAN HOSPITAL
14.62,2.65,33.83862,-116.54557,39000.47,4565.74,0.67,0.81,0.03,DESERT REGIONAL MEDICAL CENTER
7.03,3.32,34.07389,-117.35111,17170.21,6494.79,0.33,0.81,0.07,ARROWHEAD REGIONAL MEDICAL CENTER
20.11,3.66,36.69761,-121.63320,54814.86,7485.14,0.25,0.89,0.28,NATIVIDAD MEDICAL CENTER
12.99,2.53,38.72562,-120.79096,34315.19,4238.10,0.50,0.81,0.01,MARSHALL MEDICAL CENTER (1-RH)
7.30,2.70,36.06956,-119.02748,17948.66,4725.07,0.00,0.00,0.00,SIERRA VIEW DISTRICT HOSPITAL
11.43,4.09,34.06675,-118.44613,29843.00,8705.00,0.50,0.28,0.33,RONALD REAGAN UCLA MEDICAL CENTER
7.99,2.42,34.03721,-117.20474,19924.77,3909.23,0.50,0.93,0.70,REDLANDS COMMUNITY HOSPITAL
15.24,2.63,34.27915,-118.46006,40799.67,4520.85,0.50,0.80,0.25,PROVIDENCE HOLY CROSS MEDICAL CENTER
7.76,2.71,34.13075,-116.27502,19277.42,4738.00,0.00,0.00,0.00,HI-DESERT MEDICAL CENTER
9.96,2.72,40.58654,-122.39168,25604.67,4768.79,0.83,0.71,0.45,MERCY MEDICAL CENTER REDDING
16.10,3.40,37.67947,-122.47447,43267.26,6737.09,0.50,0.62,0.25,SETON MEDICAL CENTER
7.84,2.35,34.03009,-118.47833,19504.38,3722.69,0.50,0.81,0.76,SAINT JOHN'S HEALTH CENTER
6.21,3.18,38.46964,-122.70746,14823.33,6102.92,0.75,0.71,0.70,SUTTER MEDICAL CENTER OF SANTA ROSA
9.51,2.42,35.37279,-119.02817,24298.75,3904.38,0.50,0.70,0.83,MERCY HOSPITAL
8.35,3.02,36.83491,-121.38651,20973.30,5639.25,0.00,0.00,0.00,HAZEL HAWKINS MEMORIAL HOSPITAL
11.98,2.82,34.89341,-117.01930,31404.67,5048.00,0.00,0.00,0.00,BARSTOW COMMUNITY HOSPITAL
9.04,2.56,34.50107,-117.17285,22964.23,4306.56,0.50,0.88,0.20,ST MARY MEDICAL CENTER
6.00,2.56,39.15350,-123.20435,14223.28,4319.00,0.00,0.00,0.00,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D
10.67,3.27,37.85593,-122.25730,27658.50,6365.12,0.50,0.56,0.08,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
13.70,2.65,37.36934,-122.08047,36363.26,4585.00,0.67,0.49,0.07,EL CAMINO HOSPITAL
8.56,2.57,38.76514,-121.24979,21580.47,4331.78,0.67,0.78,0.16,SUTTER ROSEVILLE MEDICAL CENTER
10.10,2.31,32.88461,-117.22244,26005.56,3600.84,0.50,0.64,0.30,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
8.89,3.22,34.05076,-117.26395,22520.29,6219.80,0.50,0.55,0.16,LOMA LINDA UNIVERSITY MEDICAL CENTER
7.43,2.63,33.87236,-117.56809,18311.67,4518.00,0.50,0.79,0.82,CORONA REGIONAL MEDICAL CENTER
8.27,2.84,36.65910,-121.64630,20736.14,5107.97,0.50,0.70,0.38,SALINAS VALLEY MEMORIAL HOSPITAL
15.16,2.56,38.12186,-121.28665,40551.27,4301.08,1.00,0.70,0.94,LODI MEMORIAL HOSPITAL
7.87,3.06,32.95813,-115.55388,19580.40,5752.00,0.50,0.91,0.93,PIONEERS MEMORIAL HEALTHCARE DISTRICT
5.02,2.77,34.01501,-118.10064,11384.78,4911.96,0.50,0.89,0.74,BEVERLY HOSPITAL
10.54,2.42,33.81131,-118.34364,27267.24,3910.87,0.67,0.68,0.89,TORRANCE MEMORIAL MEDICAL CENTER
11.69,2.51,33.83891,-118.35677,30585.89,4163.11,0.50,0.86,0.94,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
7.60,2.70,36.22008,-119.33764,18801.84,4709.74,0.00,0.00,0.00,TULARE REGIONAL MEDICAL CENTER
14.05,2.87,37.94748,-122.53677,37372.97,5209.84,0.50,0.64,0.16,MARIN GENERAL HOSPITAL
23.96,3.05,38.26174,-122.04662,65871.59,5722.09,0.50,0.69,0.30,NORTHBAY MEDICAL CENTER
13.90,2.73,37.25153,-121.94684,36924.41,4792.04,0.33,0.64,0.03,GOOD SAMARITAN HOSPITAL
7.19,2.92,34.08802,-117.89341,17644.52,5336.50,0.67,0.68,0.29,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
7.71,2.53,33.75117,-116.96028,19130.18,4221.21,0.50,0.74,0.83,HEMET VALLEY MEDICAL CENTER
15.74,2.80,33.93530,-118.13030,42220.14,4998.14,0.50,0.90,0.83,DOWNEY REGIONAL MEDICAL CENTER
10.44,2.42,34.27459,-119.25812,26984.96,3909.81,0.50,0.54,0.08,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
7.12,2.70,34.42951,-119.72333,17422.63,4712.08,0.67,0.72,0.32,SANTA BARBARA COTTAGE HOSPITAL
9.71,2.74,37.79569,-122.40930,24874.92,4839.00,0.00,0.00,0.00,CHINESE HOSPITAL
12.59,2.43,38.67039,-121.14552,33155.32,3949.23,0.50,0.78,0.25,MERCY HOSPITAL OF FOLSOM
7.50,2.80,41.77451,-124.19400,18515.62,4991.12,0.00,0.00,0.00,SUTTER COAST HOSPITAL
8.43,2.82,32.89810,-117.24217,21212.68,5052.14,0.50,0.75,0.38,SCRIPPS GREEN HOSPITAL
6.00,2.51,38.60127,-121.39412,14223.31,4167.08,0.67,0.68,0.83,KAISER FOUNDATION HOSPITAL - SACRAMENTO
10.23,2.69,33.82557,-117.99493,26378.61,4681.61,0.50,0.91,0.98,WEST ANAHEIM MEDICAL CENTER
8.38,3.28,39.20732,-122.00026,21060.75,6394.00,0.00,0.00,0.00,COLUSA REGIONAL MEDICAL CENTER
8.09,2.58,33.38091,-117.24446,20217.86,4383.00,0.00,0.00,0.00,FALLBROOK HOSPITAL
9.11,2.59,34.13364,-118.15275,23162.17,4405.44,0.67,0.65,0.58,HUNTINGTON MEMORIAL HOSPITAL
19.99,3.72,37.43436,-122.18013,54468.33,7651.55,0.50,0.59,0.28,STANFORD HOSPITAL
8.93,2.94,37.34027,-120.46817,22635.56,5419.16,0.50,0.78,0.38,MERCY MEDICAL CENTER
11.07,3.86,37.76421,-122.45716,28805.19,8053.91,0.67,0.53,0.91,UCSF MEDICAL CENTER
10.08,2.62,35.38338,-119.01969,25943.70,4496.93,0.33,0.86,0.07,SAN JOAQUIN COMMUNITY HOSPITAL
13.09,3.03,37.77449,-122.45429,34603.27,5657.88,0.50,0.88,0.03,ST MARY'S MEDICAL CENTER
23.12,2.80,37.66540,-120.99743,63457.12,5002.56,0.67,0.66,0.10,DOCTORS MEDICAL CENTER
10.12,2.93,34.05336,-118.26558,26058.18,5381.69,0.50,0.69,0.80,GOOD SAMARITAN HOSPITAL
12.83,2.38,34.20285,-118.62962,33865.03,3794.11,0.50,0.61,0.14,WEST HILLS HOSPITAL & MEDICAL CENTER
8.42,2.72,33.80861,-118.18661,21171.67,4764.05,0.67,0.65,0.28,LONG BEACH MEMORIAL MEDICAL CENTER
10.32,2.85,37.69824,-122.08730,26639.80,5157.63,0.67,0.61,0.54,EDEN MEDICAL CENTER
19.36,2.71,37.98396,-122.03464,52643.48,4750.36,0.50,0.76,0.98,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS
8.43,3.04,38.94514,-121.10174,21214.87,5687.67,0.50,0.93,0.48,SUTTER AUBURN FAITH HOSPITAL
13.32,3.19,34.06389,-118.27347,35282.56,6135.12,0.50,0.80,0.99,SAINT VINCENT MEDICAL CENTER
7.81,2.35,33.03634,-117.28487,19426.38,3697.19,0.50,0.65,0.05,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS
11.10,2.71,38.66956,-121.31378,28872.50,4734.58,0.67,0.66,0.30,MERCY SAN JUAN MEDICAL CENTER
9.75,2.90,37.98224,-121.80362,24986.38,5280.33,0.50,0.59,0.25,SUTTER DELTA MEDICAL CENTER
11.46,2.89,33.68179,-116.23394,29926.07,5269.40,0.50,0.70,0.16,JOHN F KENNEDY MEMORIAL HOSPITAL INC
11.18,2.61,34.20777,-118.88305,29109.85,4464.34,0.50,0.51,0.70,LOS ROBLES HOSPITAL & MEDICAL CENTER
12.23,2.39,33.80441,-118.06665,32132.56,3822.81,0.50,0.50,0.48,LOS ALAMITOS MEDICAL CENTER
10.99,2.61,37.66867,-120.97339,28570.05,4469.89,0.67,0.80,0.54,MEMORIAL  MEDICAL CENTER
9.67,2.45,33.56100,-117.66530,24761.86,4003.41,0.67,0.59,0.13,MISSION HOSPITAL REGIONAL MED CENTER
5.79,2.88,36.94433,-120.04507,13609.52,5233.33,0.00,0.00,0.00,MADERA COMMUNITY HOSPITAL
12.53,2.90,33.71466,-117.93322,33003.77,5291.00,0.50,0.86,0.33,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
11.61,2.34,33.76335,-116.40628,30344.79,3680.42,0.50,0.56,0.39,EISENHOWER MEDICAL CENTER
12.43,2.54,33.84932,-118.15323,32703.63,4245.15,0.83,0.80,0.13,LAKEWOOD REGIONAL MEDICAL CENTER
10.48,2.38,33.88515,-117.84346,27092.92,3788.88,0.00,0.00,0.00,PLACENTIA LINDA HOSPITAL
10.75,2.91,38.46387,-121.41645,27867.25,5321.69,0.50,0.60,0.58,METHODIST HOSPITAL OF SACRAMENTO
6.59,2.49,34.13289,-117.87121,15917.17,4122.67,0.50,0.82,0.96,FOOTHILL PRESBYTERIAN HOSPITAL
13.18,3.96,38.55484,-121.45628,34855.29,8342.43,0.50,0.50,0.03,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER
8.23,2.33,33.60883,-117.70881,20619.95,3657.92,0.50,0.70,0.91,SADDLEBACK MEMORIAL MEDICAL CENTER
11.61,2.34,34.24359,-119.01992,30350.47,3689.50,0.50,0.74,0.70,ST JOHNS PLEASANT VALLEY HOSPITAL
16.58,2.39,34.39755,-118.55330,44652.35,3829.85,0.50,0.60,0.21,HENRY MAYO NEWHALL MEMORIAL HOSPITAL
18.07,3.02,34.07664,-118.37955,48937.03,5644.10,1.00,0.59,0.48,CEDARS-SINAI MEDICAL CENTER
13.38,2.48,35.55536,-120.72067,35429.77,4091.71,0.00,0.00,0.00,TWIN CITIES COMMUNITY HOSPITAL
9.77,2.31,32.99711,-117.05783,25047.93,3597.00,0.50,0.85,0.78,POMERADO HOSPITAL
5.50,3.09,34.01936,-118.18661,12785.18,5847.00,0.50,0.90,0.64,LOS ANGELES COMMUNITY HOSPITAL
8.97,2.61,33.70167,-117.95566,22742.84,4447.81,0.50,0.82,0.89,ORANGE COAST MEMORIAL MEDICAL CENTER
7.97,2.38,33.71818,-117.16690,19875.90,3797.43,0.00,0.00,0.00,MENIFEE VALLEY MEDICAL CENTER
17.64,2.93,37.03560,-121.57109,47705.70,5391.15,0.50,0.91,0.03,SAINT LOUISE REGIONAL HOSPITAL
10.77,2.61,37.77577,-121.95824,27939.35,4469.53,0.50,0.66,0.03,SAN RAMON REGIONAL MEDICAL CTR
6.26,2.56,33.55876,-117.18329,14948.62,4319.64,0.67,0.74,0.74,SOUTHWEST HEALTHCARE SYSTEM
9.41,2.41,35.38506,-119.03992,24029.10,3867.80,0.50,0.97,0.76,BAKERSFIELD HEART HOSPITAL
16.61,3.22,34.06760,-118.12291,44724.30,6218.00,0.50,0.94,0.86,GARFIELD MEDICAL CENTER
11.21,2.76,33.95076,-118.34828,29208.95,4887.53,0.50,0.71,1.00,CENTINELA HOSPITAL MEDICAL CENTER
12.58,2.36,33.98219,-118.43930,33151.47,3726.59,0.50,0.90,0.07,MARINA DEL REY HOSPITAL
16.38,2.55,34.05723,-118.36025,44084.12,4295.29,0.50,0.64,0.70,OLYMPIA MEDICAL CENTER
13.02,2.58,34.02303,-118.39741,34414.00,4383.00,0.00,0.00,0.00,BROTMAN MEDICAL CENTER
5.85,2.56,34.16028,-118.44948,13782.72,4298.67,0.00,0.00,0.00,SHERMAN OAKS HOSPITAL
8.73,2.48,32.77629,-117.05730,22076.58,4094.47,0.75,0.79,0.64,ALVARADO HOSPITAL MEDICAL CENTER
12.62,2.56,34.17067,-118.53200,33254.01,4318.45,0.50,0.57,0.64,PROVIDENCE TARZANA MEDICAL CENTER
9.64,2.59,40.58532,-122.38702,24682.78,4401.00,0.50,0.79,0.98,SHASTA REGIONAL MEDICAL CENTER
6.30,2.46,40.41481,-104.70890,15082.91,4018.94,0.50,0.74,0.58,NORTH COLORADO MEDICAL CENTER
6.03,2.33,40.18134,-105.12769,14281.74,3641.80,0.50,0.71,0.76,LONGMONT UNITED HOSPITAL
4.05,2.32,38.48040,-107.86857,8613.79,3614.32,0.00,0.00,0.00,MONTROSE MEMORIAL HOSPITAL
8.01,2.31,39.76893,-105.09006,19998.67,3587.78,0.50,0.47,0.80,EXEMPLA LUTHERAN MEDICAL CENTER
5.02,2.32,40.57315,-105.05741,11384.15,3635.58,0.50,0.69,0.96,POUDRE VALLEY HOSPITAL
6.91,2.33,38.23421,-104.62292,16839.94,3656.68,0.50,0.54,0.30,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER
4.78,2.54,37.23629,-107.82578,10704.50,4259.61,0.00,0.00,0.00,MERCY REGIONAL MEDICAL CENTER
6.77,2.30,39.71712,-105.12874,16437.83,3579.00,0.33,0.68,0.16,CENTURA HEALTH-ST ANTHONY HOSPITAL
7.01,2.31,38.28184,-104.61256,17102.76,3586.31,0.67,0.69,0.30,PARKVIEW MEDICAL CENTER INC
6.34,2.32,38.83903,-104.80024,15198.95,3619.05,0.67,0.69,0.33,MEMORIAL HOSPITAL CENTRAL
5.22,2.45,39.09046,-108.56190,11970.62,3998.95,0.50,0.49,0.58,ST MARYS HOSPITAL AND MEDICAL CENTER
7.75,3.10,39.74234,-104.84156,19245.66,5855.34,0.67,0.66,0.70,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT
7.49,2.25,40.02615,-105.28391,18499.41,3420.84,0.50,0.91,0.83,BOULDER COMMUNITY HOSPITAL
5.42,2.21,40.41320,-105.05139,12547.08,3301.69,0.50,0.93,0.70,MCKEE MEDICAL CENTER
5.48,2.22,38.86559,-104.82182,12716.32,3344.39,0.50,0.70,0.38,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES
8.63,2.38,39.73231,-104.93396,21763.75,3792.00,0.75,0.50,0.32,ROSE MEDICAL CENTER
7.93,2.31,39.65399,-104.98116,19760.33,3599.37,0.33,0.47,0.17,SWEDISH MEDICAL CENTER
8.51,2.42,39.67005,-104.97490,21441.96,3923.92,0.50,0.75,0.80,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL
3.18,2.23,38.74540,-108.04700,6109.94,3357.25,0.00,0.00,0.00,DELTA COUNTY MEMORIAL HOSPITAL
7.85,2.88,39.53243,-107.32158,19528.45,5225.00,0.00,0.00,0.00,VALLEY VIEW HOSPITAL ASSOCIATION
8.62,2.43,39.68859,-104.83205,21743.13,3925.29,0.50,0.61,0.14,MEDICAL CENTER OF AURORA THE
7.33,2.25,39.52910,-104.87121,18026.47,3415.97,0.50,0.76,0.80,SKY RIDGE MEDICAL CENTER
