size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.19,2.91,33.91255,-118.09846,17587.35,6261.06,0.00,0.00,0.00,COAST PLAZA HOSPITAL
12.55,3.01,32.61972,-117.02278,39525.74,6610.98,0.50,0.71,0.58,SHARP CHULA VISTA MEDICAL CENTER
7.41,2.42,33.62229,-117.92995,21793.30,4576.00,0.50,0.70,0.51,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
16.86,2.55,39.75720,-121.57018,54363.27,5039.27,0.50,0.65,0.58,FEATHER RIVER HOSPITAL
11.36,2.71,33.84780,-117.93661,35407.32,5569.87,0.50,0.74,0.58,AHMC ANAHEIM REGIONAL MEDICAL CENTER
8.61,3.97,37.75676,-122.40461,25924.46,9930.32,0.75,0.51,0.12,SAN FRANCISCO GENERAL HOSPITAL
8.29,2.38,32.69430,-117.16793,24829.14,4433.71,0.00,0.00,0.00,SHARP CORONADO HOSPITAL AND HLTHCR CTR
16.96,2.75,34.15601,-118.32834,54705.72,5706.39,0.50,0.80,0.97,PROVIDENCE SAINT JOSEPH MEDICAL CTR
13.01,2.61,34.28920,-118.74484,41110.06,5251.72,0.50,0.90,0.93,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES
9.61,2.69,34.13973,-118.03534,29361.44,5512.85,0.50,0.45,0.11,METHODIST HOSPITAL OF SOUTHERN CA
14.11,3.13,34.14987,-118.23117,44892.35,7020.91,0.67,0.75,0.89,GLENDALE ADVENTIST MEDICAL CENTER
14.17,2.99,36.98999,-121.98357,45090.69,6555.07,0.50,0.64,0.64,DOMINICAN HOSPITAL
13.50,2.72,33.83862,-116.54557,42780.30,5601.26,0.67,0.81,0.03,DESERT REGIONAL MEDICAL CENTER
7.94,3.50,34.07389,-117.35111,23627.08,8306.77,0.33,0.81,0.07,ARROWHEAD REGIONAL MEDICAL CENTER
12.54,3.74,36.69761,-121.63320,39494.54,9144.23,0.25,0.89,0.28,NATIVIDAD MEDICAL CENTER
13.62,2.80,38.72562,-120.79096,43215.82,5903.27,0.50,0.81,0.01,MARSHALL MEDICAL CENTER (1-RH)
4.49,3.05,35.41172,-119.03972,11712.64,6742.36,0.00,0.00,0.00,GOOD SAMARITAN HOSPITAL
8.76,2.85,36.06956,-119.02748,26456.27,6054.73,0.00,0.00,0.00,SIERRA VIEW DISTRICT HOSPITAL
15.26,2.74,34.27915,-118.46006,48862.08,5678.00,0.50,0.80,0.25,PROVIDENCE HOLY CROSS MEDICAL CENTER
8.76,2.83,34.13075,-116.27502,26460.31,5980.62,0.00,0.00,0.00,HI-DESERT MEDICAL CENTER
8.73,3.08,40.58654,-122.39168,26335.80,6841.04,0.83,0.71,0.45,MERCY MEDICAL CENTER REDDING
10.03,2.95,34.09049,-118.14410,30836.18,6392.55,0.50,1.00,0.98,ALHAMBRA HOSPITAL MEDICAL CENTER
14.68,3.22,37.67947,-122.47447,46862.00,7334.13,0.50,0.62,0.25,SETON MEDICAL CENTER
9.26,2.67,35.37279,-119.02817,28173.60,5442.83,0.50,0.70,0.83,MERCY HOSPITAL
12.58,2.94,34.89341,-117.01930,39607.95,6374.95,0.00,0.00,0.00,BARSTOW COMMUNITY HOSPITAL
9.77,2.67,34.50107,-117.17285,29942.17,5432.92,0.50,0.88,0.20,ST MARY MEDICAL CENTER
14.22,3.38,37.85593,-122.25730,45288.53,7892.76,0.50,0.56,0.08,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
12.15,2.73,37.36934,-122.08047,38126.86,5652.00,0.67,0.49,0.07,EL CAMINO HOSPITAL
9.53,2.67,38.76514,-121.24979,29087.63,5446.89,0.67,0.78,0.16,SUTTER ROSEVILLE MEDICAL CENTER
8.25,2.89,37.74409,-121.43469,24679.48,6187.00,0.00,0.00,0.00,SUTTER TRACY COMMUNITY HOSPITAL
6.79,4.03,37.79943,-122.23307,19647.75,10119.04,0.67,0.57,0.13,ALAMEDA COUNTY MEDICAL CENTER
9.49,3.31,33.87236,-117.56809,28975.00,7647.96,0.50,0.79,0.82,CORONA REGIONAL MEDICAL CENTER
13.03,3.05,36.65910,-121.64630,41168.86,6764.63,0.50,0.70,0.38,SALINAS VALLEY MEMORIAL HOSPITAL
21.55,2.82,38.12186,-121.28665,70540.43,5977.43,1.00,0.70,0.94,LODI MEMORIAL HOSPITAL
14.69,2.53,33.81131,-118.34364,46882.58,4974.32,0.67,0.68,0.89,TORRANCE MEMORIAL MEDICAL CENTER
14.23,2.61,33.83891,-118.35677,45308.45,5226.91,0.50,0.86,0.94,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
7.27,2.80,36.22008,-119.33764,21302.03,5907.78,0.00,0.00,0.00,TULARE REGIONAL MEDICAL CENTER
14.89,2.84,37.94748,-122.53677,47574.79,6034.53,0.50,0.64,0.16,MARIN GENERAL HOSPITAL
25.07,3.18,38.26174,-122.04662,82695.74,7198.41,0.50,0.69,0.30,NORTHBAY MEDICAL CENTER
6.75,3.76,34.06034,-118.21014,19506.67,9192.83,0.67,0.70,0.03,LAC+USC MEDICAL CENTER
6.37,3.27,34.24018,-118.39632,18186.45,7507.85,0.00,0.00,0.00,PACIFICA HOSPITAL OF THE VALLEY
14.15,2.81,37.25153,-121.94684,45021.08,5920.56,0.33,0.64,0.03,GOOD SAMARITAN HOSPITAL
8.37,3.01,34.08802,-117.89341,25093.11,6617.54,0.67,0.68,0.29,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
7.05,2.64,33.75117,-116.96028,20563.93,5344.00,0.50,0.74,0.83,HEMET VALLEY MEDICAL CENTER
14.76,2.84,33.93530,-118.13030,47144.00,6045.55,0.50,0.90,0.83,DOWNEY REGIONAL MEDICAL CENTER
12.25,2.53,34.27459,-119.25812,38468.41,4949.47,0.50,0.54,0.08,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
7.00,2.86,37.79569,-122.40930,20372.34,6113.21,0.00,0.00,0.00,CHINESE HOSPITAL
12.97,2.69,38.67039,-121.14552,40965.95,5523.65,0.50,0.78,0.25,MERCY HOSPITAL OF FOLSOM
9.26,3.35,33.61289,-114.59498,28172.93,7805.63,0.00,0.00,0.00,PALO VERDE HOSPITAL
8.62,2.64,33.82557,-117.99493,25962.35,5338.06,0.50,0.91,0.98,WEST ANAHEIM MEDICAL CENTER
8.13,3.44,39.20732,-122.00026,24275.00,8086.00,0.00,0.00,0.00,COLUSA REGIONAL MEDICAL CENTER
11.41,2.87,34.13364,-118.15275,35580.35,6132.91,0.67,0.65,0.58,HUNTINGTON MEMORIAL HOSPITAL
17.57,3.89,37.43436,-122.18013,56814.58,9655.75,0.50,0.59,0.28,STANFORD HOSPITAL
9.73,2.96,37.34027,-120.46817,29776.06,6461.03,0.50,0.78,0.38,MERCY MEDICAL CENTER
8.36,2.87,35.64086,-117.67119,25049.45,6126.00,0.00,0.00,0.00,RIDGECREST REGIONAL HOSPITAL
11.11,3.92,37.76421,-122.45716,34557.19,9748.62,0.67,0.53,0.91,UCSF MEDICAL CENTER
9.88,2.66,35.38338,-119.01969,30303.60,5415.19,0.33,0.86,0.07,SAN JOAQUIN COMMUNITY HOSPITAL
24.06,2.91,37.66540,-120.99743,79192.82,6278.05,0.67,0.66,0.10,DOCTORS MEDICAL CENTER
6.39,2.99,33.89307,-118.29506,18261.17,6536.35,0.50,0.96,0.99,MEMORIAL HOSPITAL OF GARDENA
14.40,3.07,34.05336,-118.26558,45881.00,6815.11,0.50,0.69,0.80,GOOD SAMARITAN HOSPITAL
25.72,2.50,34.20285,-118.62962,84914.40,4867.50,0.50,0.61,0.14,WEST HILLS HOSPITAL & MEDICAL CENTER
10.39,2.92,33.80861,-118.18661,32070.28,6304.17,0.67,0.65,0.28,LONG BEACH MEMORIAL MEDICAL CENTER
9.36,2.99,37.69824,-122.08730,28502.63,6548.97,0.67,0.61,0.54,EDEN MEDICAL CENTER
8.23,2.71,36.83863,-119.66183,24601.32,5566.89,0.50,0.85,0.48,CLOVIS COMMUNITY MEDICAL CENTER
18.95,2.87,37.98396,-122.03464,61576.18,6121.23,0.50,0.76,0.98,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS
8.27,2.60,38.94514,-121.10174,24752.43,5210.05,0.50,0.93,0.48,SUTTER AUBURN FAITH HOSPITAL
10.93,3.28,34.06389,-118.27347,33919.16,7560.50,0.50,0.80,0.99,SAINT VINCENT MEDICAL CENTER
11.18,3.04,38.66956,-121.31378,34780.90,6730.70,0.67,0.66,0.30,MERCY SAN JUAN MEDICAL CENTER
9.45,2.99,34.52856,-117.29305,28821.50,6544.00,0.00,0.00,0.00,VICTOR VALLEY COMMUNITY HOSPITAL
12.39,3.02,37.98224,-121.80362,38947.35,6664.55,0.50,0.59,0.25,SUTTER DELTA MEDICAL CENTER
7.93,3.04,33.87472,-118.14862,23582.43,6714.57,0.00,0.00,0.00,BELLFLOWER MEDICAL CENTER
13.23,3.03,33.68179,-116.23394,41860.24,6673.72,0.50,0.70,0.16,JOHN F KENNEDY MEMORIAL HOSPITAL INC
12.76,2.68,34.20777,-118.88305,40239.36,5494.28,0.50,0.51,0.70,LOS ROBLES HOSPITAL & MEDICAL CENTER
16.15,2.49,33.80441,-118.06665,51913.74,4818.32,0.50,0.50,0.48,LOS ALAMITOS MEDICAL CENTER
12.13,2.70,37.66867,-120.97339,38051.35,5532.74,0.67,0.80,0.54,MEMORIAL  MEDICAL CENTER
11.40,2.45,33.56100,-117.66530,35559.61,4670.89,0.67,0.59,0.13,MISSION HOSPITAL REGIONAL MED CENTER
5.89,3.01,36.94433,-120.04507,16559.61,6623.54,0.00,0.00,0.00,MADERA COMMUNITY HOSPITAL
13.70,3.05,33.71466,-117.93322,43486.41,6755.44,0.50,0.86,0.33,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
14.23,2.43,33.76335,-116.40628,45314.63,4599.75,0.50,0.56,0.39,EISENHOWER MEDICAL CENTER
9.24,2.79,33.83340,-118.08118,28098.89,5871.00,0.50,0.90,0.99,TRI-CITY REGIONAL MEDICAL CENTER
7.42,2.82,33.84753,-118.03841,21838.58,5966.75,0.00,0.00,0.00,LA PALMA INTERCOMMUNITY HOSPITAL
16.92,2.76,33.84932,-118.15323,54567.48,5760.55,0.83,0.80,0.13,LAKEWOOD REGIONAL MEDICAL CENTER
11.07,2.47,33.88515,-117.84346,34409.17,4755.58,0.00,0.00,0.00,PLACENTIA LINDA HOSPITAL
10.41,3.05,38.46387,-121.41645,32145.35,6750.96,0.50,0.60,0.58,METHODIST HOSPITAL OF SACRAMENTO
17.44,3.72,38.55484,-121.45628,56362.08,9071.80,0.50,0.50,0.03,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER
10.94,2.42,33.60883,-117.70881,33971.52,4591.35,0.50,0.70,0.91,SADDLEBACK MEMORIAL MEDICAL CENTER
7.26,3.15,35.76216,-119.23889,21288.42,7093.83,0.00,0.00,0.00,DELANO REGIONAL MEDICAL CENTER
11.87,2.54,34.24359,-119.01992,37167.05,5007.33,0.50,0.74,0.70,ST JOHNS PLEASANT VALLEY HOSPITAL
14.67,2.61,34.39755,-118.55330,46824.29,5229.93,0.50,0.60,0.21,HENRY MAYO NEWHALL MEMORIAL HOSPITAL
18.66,3.48,34.07664,-118.37955,60597.51,8249.00,1.00,0.59,0.48,CEDARS-SINAI MEDICAL CENTER
16.77,2.60,35.55536,-120.72067,54069.07,5189.56,0.00,0.00,0.00,TWIN CITIES COMMUNITY HOSPITAL
7.75,3.23,34.01936,-118.18661,22977.88,7376.42,0.50,0.90,0.64,LOS ANGELES COMMUNITY HOSPITAL
8.65,2.53,33.70167,-117.95566,26051.58,4970.68,0.50,0.82,0.89,ORANGE COAST MEMORIAL MEDICAL CENTER
8.47,2.48,33.71818,-117.16690,25460.31,4802.06,0.00,0.00,0.00,MENIFEE VALLEY MEDICAL CENTER
15.93,3.07,37.03560,-121.57109,51165.13,6835.00,0.50,0.91,0.03,SAINT LOUISE REGIONAL HOSPITAL
7.23,2.56,33.55876,-117.18329,21182.81,5070.69,0.67,0.74,0.74,SOUTHWEST HEALTHCARE SYSTEM
5.25,3.06,34.22139,-118.45660,14331.47,6797.12,0.00,0.00,0.00,MISSION COMMUNITY HOSPITAL - PANORAMA
7.27,2.56,34.47174,-117.29791,21292.00,5081.60,0.50,1.00,0.99,DESERT VALLEY HOSPITAL
10.20,2.47,35.38506,-119.03992,31425.23,4754.00,0.50,0.97,0.76,BAKERSFIELD HEART HOSPITAL
13.23,2.50,33.78824,-118.14563,41862.70,4871.00,0.50,1.00,0.54,COMMUNITY HOSPITAL OF LONG BEACH
18.91,3.37,34.06760,-118.12291,61435.59,7864.00,0.50,0.94,0.86,GARFIELD MEDICAL CENTER
10.43,2.86,33.95076,-118.34828,32204.38,6111.12,0.50,0.71,1.00,CENTINELA HOSPITAL MEDICAL CENTER
17.36,2.64,34.05723,-118.36025,56103.33,5340.29,0.50,0.64,0.70,OLYMPIA MEDICAL CENTER
11.54,2.68,34.02303,-118.39741,36031.14,5472.78,0.00,0.00,0.00,BROTMAN MEDICAL CENTER
6.38,2.66,34.16028,-118.44948,18225.11,5420.83,0.00,0.00,0.00,SHERMAN OAKS HOSPITAL
8.10,2.57,32.77629,-117.05730,24161.71,5106.88,0.75,0.79,0.64,ALVARADO HOSPITAL MEDICAL CENTER
16.46,2.55,34.17067,-118.53200,52995.67,5027.22,0.50,0.57,0.64,PROVIDENCE TARZANA MEDICAL CENTER
11.34,2.71,40.58532,-122.38702,35326.67,5566.00,0.50,0.79,0.98,SHASTA REGIONAL MEDICAL CENTER
6.73,2.53,40.41481,-104.70890,19440.29,4963.68,0.50,0.74,0.58,NORTH COLORADO MEDICAL CENTER
6.62,2.32,40.18134,-105.12769,19055.57,4237.63,0.50,0.71,0.76,LONGMONT UNITED HOSPITAL
4.76,2.53,39.96455,-104.76855,12663.00,4976.36,0.00,0.00,0.00,PLATTE VALLEY MEDICAL CENTER
3.74,2.37,38.48040,-107.86857,9141.40,4405.33,0.00,0.00,0.00,MONTROSE MEMORIAL HOSPITAL
7.07,2.39,39.76893,-105.09006,20617.07,4467.17,0.50,0.47,0.80,EXEMPLA LUTHERAN MEDICAL CENTER
4.89,2.41,40.57315,-105.05741,13111.82,4532.42,0.50,0.69,0.96,POUDRE VALLEY HOSPITAL
7.34,2.51,38.23421,-104.62292,21533.82,4887.74,0.50,0.54,0.30,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER
4.37,2.74,37.23629,-107.82578,11318.42,5683.25,0.00,0.00,0.00,MERCY REGIONAL MEDICAL CENTER
6.16,2.52,38.45565,-105.23021,17473.90,4943.14,0.00,0.00,0.00,CENTURA HEALTH-ST THOMAS MORE HOSPITAL
6.65,2.36,38.28184,-104.61256,19164.68,4390.36,0.67,0.69,0.30,PARKVIEW MEDICAL CENTER INC
6.51,2.41,38.83903,-104.80024,18673.39,4540.64,0.67,0.69,0.33,MEMORIAL HOSPITAL CENTRAL
5.89,2.54,39.09046,-108.56190,16533.21,4985.09,0.50,0.49,0.58,ST MARYS HOSPITAL AND MEDICAL CENTER
7.52,3.18,39.74234,-104.84156,22184.45,7216.14,0.67,0.66,0.70,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT
