size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
5.16,2.71,34.13075,-116.27502,33838.15,13365.38,0.00,0.00,0.00,HI-DESERT MEDICAL CENTER
6.93,2.66,40.58654,-122.39168,48648.40,12990.42,0.83,0.71,0.45,MERCY MEDICAL CENTER REDDING
9.42,2.93,34.09049,-118.14410,69514.69,15255.00,0.50,1.00,0.98,ALHAMBRA HOSPITAL MEDICAL CENTER
14.36,2.98,37.69502,-121.88095,110839.96,15594.23,0.50,0.71,0.83,VALLEYCARE MEDICAL CENTER
16.28,3.03,37.67947,-122.47447,126868.07,16083.96,0.50,0.62,0.25,SETON MEDICAL CENTER
7.77,2.43,34.03009,-118.47833,55665.28,10995.07,0.50,0.81,0.76,SAINT JOHN'S HEALTH CENTER
8.36,3.25,38.46964,-122.70746,60628.06,17856.28,0.75,0.71,0.70,SUTTER MEDICAL CENTER OF SANTA ROSA
7.98,3.01,33.91173,-117.19590,57477.30,15863.25,0.50,0.78,0.52,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER
7.89,2.41,35.37279,-119.02817,56725.85,10830.00,0.50,0.70,0.83,MERCY HOSPITAL
8.36,2.76,34.50107,-117.17285,60677.06,13778.55,0.50,0.88,0.20,ST MARY MEDICAL CENTER
5.73,2.58,39.15350,-123.20435,38653.69,12323.77,0.00,0.00,0.00,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D
15.48,3.57,37.85593,-122.25730,120177.56,20575.48,0.50,0.56,0.08,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
8.64,2.58,37.36934,-122.08047,62961.57,12270.16,0.67,0.49,0.07,EL CAMINO HOSPITAL
8.12,2.49,38.76514,-121.24979,58664.86,11546.20,0.67,0.78,0.16,SUTTER ROSEVILLE MEDICAL CENTER
6.82,2.47,37.74409,-121.43469,47742.15,11404.62,0.00,0.00,0.00,SUTTER TRACY COMMUNITY HOSPITAL
8.34,2.38,32.88461,-117.22244,60447.61,10604.83,0.50,0.64,0.30,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
6.51,3.18,34.05076,-117.26395,45133.54,17309.78,0.50,0.55,0.16,LOMA LINDA UNIVERSITY MEDICAL CENTER
9.52,2.83,33.87236,-117.56809,70320.11,14417.58,0.50,0.79,0.82,CORONA REGIONAL MEDICAL CENTER
8.85,3.18,36.65910,-121.64630,64765.67,17326.58,0.50,0.70,0.38,SALINAS VALLEY MEMORIAL HOSPITAL
7.52,2.68,37.97780,-120.37150,53575.86,13162.05,0.00,0.00,0.00,SONORA REGIONAL MEDICAL CENTER
16.21,2.56,38.12186,-121.28665,126340.39,12100.30,1.00,0.70,0.94,LODI MEMORIAL HOSPITAL
5.34,2.71,32.95813,-115.55388,35356.38,13342.54,0.50,0.91,0.93,PIONEERS MEMORIAL HEALTHCARE DISTRICT
14.68,4.07,33.78798,-117.89026,113477.86,24772.14,0.67,0.56,0.11,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER
4.16,2.79,34.01501,-118.10064,25497.42,14035.00,0.50,0.89,0.74,BEVERLY HOSPITAL
12.26,2.67,33.81131,-118.34364,93225.21,13022.48,0.67,0.68,0.89,TORRANCE MEMORIAL MEDICAL CENTER
9.91,2.52,33.83891,-118.35677,73575.81,11772.03,0.50,0.86,0.94,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
5.05,2.67,36.22008,-119.33764,32985.77,13064.31,0.00,0.00,0.00,TULARE REGIONAL MEDICAL CENTER
12.19,2.81,37.94748,-122.53677,92682.35,14178.47,0.50,0.64,0.16,MARIN GENERAL HOSPITAL
14.96,3.12,38.26174,-122.04662,115831.03,16821.20,0.50,0.69,0.30,NORTHBAY MEDICAL CENTER
8.96,3.84,34.06034,-118.21014,65617.86,22837.48,0.67,0.70,0.03,LAC+USC MEDICAL CENTER
11.22,2.74,37.25153,-121.94684,84559.62,13656.92,0.33,0.64,0.03,GOOD SAMARITAN HOSPITAL
7.05,2.90,34.08802,-117.89341,49683.05,14994.42,0.67,0.68,0.29,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
6.11,2.55,33.75117,-116.96028,41849.00,12011.22,0.50,0.74,0.83,HEMET VALLEY MEDICAL CENTER
9.47,2.72,33.93530,-118.13030,69913.38,13496.26,0.50,0.90,0.83,DOWNEY REGIONAL MEDICAL CENTER
9.95,2.47,34.27459,-119.25812,73930.71,11340.24,0.50,0.54,0.08,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
10.01,3.34,34.42951,-119.72333,74461.35,18685.08,0.67,0.72,0.32,SANTA BARBARA COTTAGE HOSPITAL
4.97,2.78,41.77451,-124.19400,32260.20,13959.20,0.00,0.00,0.00,SUTTER COAST HOSPITAL
5.65,2.51,33.82557,-117.99493,37963.80,11675.86,0.50,0.91,0.98,WEST ANAHEIM MEDICAL CENTER
11.42,2.73,34.13364,-118.15275,86271.65,13511.58,0.67,0.65,0.58,HUNTINGTON MEMORIAL HOSPITAL
18.25,4.23,37.43436,-122.18013,143393.49,26055.43,0.50,0.59,0.28,STANFORD HOSPITAL
11.92,3.04,37.34027,-120.46817,90436.29,16124.57,0.50,0.78,0.38,MERCY MEDICAL CENTER
14.05,4.09,37.76421,-122.45716,108262.83,24942.49,0.67,0.53,0.91,UCSF MEDICAL CENTER
6.66,2.51,35.38338,-119.01969,46389.04,11736.12,0.33,0.86,0.07,SAN JOAQUIN COMMUNITY HOSPITAL
18.84,2.83,37.66540,-120.99743,148273.83,14353.58,0.67,0.66,0.10,DOCTORS MEDICAL CENTER
5.95,2.85,33.89307,-118.29506,40465.02,14586.77,0.50,0.96,0.99,MEMORIAL HOSPITAL OF GARDENA
8.36,2.90,34.05336,-118.26558,60631.27,15003.09,0.50,0.69,0.80,GOOD SAMARITAN HOSPITAL
14.56,2.53,34.20285,-118.62962,112530.13,11878.87,0.50,0.61,0.14,WEST HILLS HOSPITAL & MEDICAL CENTER
9.04,2.73,33.80861,-118.18661,66291.43,13533.56,0.67,0.65,0.28,LONG BEACH MEMORIAL MEDICAL CENTER
10.51,2.86,37.69824,-122.08730,78641.71,14613.18,0.67,0.61,0.54,EDEN MEDICAL CENTER
6.17,2.42,36.83863,-119.66183,42293.08,10926.92,0.50,0.85,0.48,CLOVIS COMMUNITY MEDICAL CENTER
19.06,3.03,37.98396,-122.03464,150124.21,16045.79,0.50,0.76,0.98,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS
5.67,2.39,38.94514,-121.10174,38169.79,10679.93,0.50,0.93,0.48,SUTTER AUBURN FAITH HOSPITAL
9.57,3.32,34.06389,-118.27347,70741.97,18444.76,0.50,0.80,0.99,SAINT VINCENT MEDICAL CENTER
7.19,2.39,33.03634,-117.28487,50823.41,10711.72,0.50,0.65,0.05,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS
7.88,2.65,38.66956,-121.31378,56631.72,12849.40,0.67,0.66,0.30,MERCY SAN JUAN MEDICAL CENTER
4.80,2.85,34.52856,-117.29305,30900.36,14552.91,0.00,0.00,0.00,VICTOR VALLEY COMMUNITY HOSPITAL
7.88,2.95,37.98224,-121.80362,56618.26,15384.78,0.50,0.59,0.25,SUTTER DELTA MEDICAL CENTER
6.53,2.54,33.70376,-117.98776,45322.43,11915.00,0.00,0.00,0.00,HUNTINGTON BEACH HOSPITAL
10.29,2.68,34.20777,-118.88305,76822.46,13132.87,0.50,0.51,0.70,LOS ROBLES HOSPITAL & MEDICAL CENTER
16.00,2.46,33.80441,-118.06665,124583.05,11319.20,0.50,0.50,0.48,LOS ALAMITOS MEDICAL CENTER
9.63,2.67,37.66867,-120.97339,71292.00,13042.18,0.67,0.80,0.54,MEMORIAL  MEDICAL CENTER
9.15,2.49,33.56100,-117.66530,67228.83,11543.58,0.67,0.59,0.13,MISSION HOSPITAL REGIONAL MED CENTER
14.17,3.16,33.71466,-117.93322,109222.59,17101.12,0.50,0.86,0.33,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
15.15,2.59,33.76335,-116.40628,117418.94,12374.80,0.50,0.56,0.39,EISENHOWER MEDICAL CENTER
6.82,2.68,33.83340,-118.08118,47781.37,13107.56,0.50,0.90,0.99,TRI-CITY REGIONAL MEDICAL CENTER
6.92,2.74,33.84753,-118.03841,48610.96,13630.70,0.00,0.00,0.00,LA PALMA INTERCOMMUNITY HOSPITAL
4.09,2.66,34.02561,-117.68583,24951.50,12944.48,0.00,0.00,0.00,CHINO VALLEY MEDICAL CENTER
5.65,2.38,34.09764,-117.83444,37936.50,10618.57,0.00,0.00,0.00,SAN DIMAS COMMUNITY HOSPITAL
9.81,3.08,38.46387,-121.41645,72735.59,16505.24,0.50,0.60,0.58,METHODIST HOSPITAL OF SACRAMENTO
5.84,2.50,34.13289,-117.87121,39520.42,11598.89,0.50,0.82,0.96,FOOTHILL PRESBYTERIAN HOSPITAL
13.15,3.41,38.55484,-121.45628,100686.58,19258.47,0.50,0.50,0.03,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER
7.55,2.34,33.60883,-117.70881,53832.96,10296.43,0.50,0.70,0.91,SADDLEBACK MEMORIAL MEDICAL CENTER
5.20,3.16,35.76216,-119.23889,34211.08,17123.38,0.00,0.00,0.00,DELANO REGIONAL MEDICAL CENTER
13.68,2.48,34.24359,-119.01992,105140.92,11425.92,0.50,0.74,0.70,ST JOHNS PLEASANT VALLEY HOSPITAL
12.37,2.54,34.39755,-118.55330,94148.69,11942.31,0.50,0.60,0.21,HENRY MAYO NEWHALL MEMORIAL HOSPITAL
16.29,3.34,34.07664,-118.37955,126960.69,18605.88,1.00,0.59,0.48,CEDARS-SINAI MEDICAL CENTER
7.37,2.28,32.99711,-117.05783,52328.54,9821.54,0.50,0.85,0.78,POMERADO HOSPITAL
8.39,3.13,34.02391,-118.18386,60851.81,16893.52,0.00,0.00,0.00,EAST LOS ANGELES DOCTORS HOSPITAL
13.28,3.39,34.03556,-118.30962,101822.06,19096.00,0.00,0.00,0.00,LOS ANGELES METROPOLITAN MEDICAL CTR
5.31,3.06,34.01936,-118.18661,35102.78,16295.46,0.50,0.90,0.64,LOS ANGELES COMMUNITY HOSPITAL
9.11,2.46,33.70167,-117.95566,66914.83,11326.09,0.50,0.82,0.89,ORANGE COAST MEMORIAL MEDICAL CENTER
5.36,2.39,33.71818,-117.16690,35519.85,10703.85,0.00,0.00,0.00,MENIFEE VALLEY MEDICAL CENTER
13.59,3.44,34.06193,-118.20157,104383.75,19513.58,0.33,0.71,0.03,KECK HOSPITAL OF USC
13.16,3.99,33.55876,-117.18329,100827.04,24109.12,0.67,0.74,0.74,SOUTHWEST HEALTHCARE SYSTEM
4.41,2.92,34.22139,-118.45660,27579.82,15118.97,0.00,0.00,0.00,MISSION COMMUNITY HOSPITAL - PANORAMA
5.67,2.43,34.47174,-117.29791,38151.68,11061.49,0.50,1.00,0.99,DESERT VALLEY HOSPITAL
8.61,2.39,35.38506,-119.03992,62766.70,10661.30,0.50,0.97,0.76,BAKERSFIELD HEART HOSPITAL
10.25,2.77,33.95038,-118.00463,76456.72,13918.17,0.50,0.96,0.83,WHITTIER HOSPITAL MEDICAL CENTER
30.00,4.37,34.06760,-118.12291,241653.77,27244.53,0.50,0.94,0.86,GARFIELD MEDICAL CENTER
8.96,3.01,34.04777,-118.04344,65638.50,15913.17,0.00,0.00,0.00,GREATER EL MONTE COMMUNITY HOSPITAL
8.58,2.75,33.95076,-118.34828,62498.42,13722.75,0.50,0.71,1.00,CENTINELA HOSPITAL MEDICAL CENTER
11.43,2.43,33.98219,-118.43930,86283.77,11061.54,0.50,0.90,0.07,MARINA DEL REY HOSPITAL
13.15,2.57,34.05723,-118.36025,100718.88,12227.88,0.50,0.64,0.70,OLYMPIA MEDICAL CENTER
7.51,2.78,33.75286,-117.83409,53527.43,13951.00,0.50,0.61,0.16,WESTERN MEDICAL CENTER SANTA ANA
7.63,2.56,34.02303,-118.39741,54522.90,12161.81,0.00,0.00,0.00,BROTMAN MEDICAL CENTER
4.32,2.44,34.16028,-118.44948,26878.58,11111.30,0.00,0.00,0.00,SHERMAN OAKS HOSPITAL
5.74,2.47,32.77629,-117.05730,38744.09,11394.83,0.75,0.79,0.64,ALVARADO HOSPITAL MEDICAL CENTER
4.47,2.69,34.07861,-117.69582,28127.70,13183.17,0.00,0.00,0.00,MONTCLAIR HOSPITAL MEDICAL CENTER
17.10,2.83,34.17067,-118.53200,133788.98,14403.93,0.50,0.57,0.64,PROVIDENCE TARZANA MEDICAL CENTER
7.05,3.18,34.06958,-118.26344,49656.65,17321.59,0.00,0.00,0.00,SILVER LAKE MEDICAL CENTER
8.02,2.61,40.58532,-122.38702,57766.03,12561.10,0.50,0.79,0.98,SHASTA REGIONAL MEDICAL CENTER
5.01,2.50,40.41481,-104.70890,32640.45,11622.48,0.50,0.74,0.58,NORTH COLORADO MEDICAL CENTER
6.07,2.28,40.18134,-105.12769,41485.05,9755.71,0.50,0.71,0.76,LONGMONT UNITED HOSPITAL
6.82,2.31,39.76893,-105.09006,47725.18,10025.13,0.50,0.47,0.80,EXEMPLA LUTHERAN MEDICAL CENTER
4.66,2.30,40.57315,-105.05741,29718.47,9938.26,0.50,0.69,0.96,POUDRE VALLEY HOSPITAL
5.93,3.43,39.72730,-104.99157,40306.12,19406.46,0.67,0.66,0.14,DENVER HEALTH MEDICAL CENTER
4.01,2.80,37.23629,-107.82578,24266.55,14128.09,0.00,0.00,0.00,MERCY REGIONAL MEDICAL CENTER
8.15,2.74,39.74615,-104.96682,58895.94,13622.06,0.67,0.47,0.17,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER
5.93,2.36,39.71712,-105.12874,40300.08,10419.96,0.33,0.68,0.16,CENTURA HEALTH-ST ANTHONY HOSPITAL
