size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
8.81,2.11,34.00426,-86.00339,31843.14,3987.17,0.75,0.81,0.91,RIVERVIEW REGIONAL MEDICAL CENTER
2.37,2.18,31.64370,-86.74274,5062.59,4277.31,0.00,0.00,0.00,GEORGIANA HOSPITAL
6.45,2.06,31.31857,-85.85470,22034.35,3758.00,0.00,0.00,0.00,MEDICAL CENTER ENTERPRISE
6.91,2.53,34.57705,-87.01588,23957.70,5708.65,0.00,0.00,0.00,PARKWAY MEDICAL CENTER
7.60,2.12,31.23767,-85.45625,26806.53,4006.24,0.50,0.55,0.80,FLOWERS HOSPITAL
4.09,2.08,33.50734,-86.78958,12191.96,3857.10,0.50,0.72,0.21,ST VINCENT'S BIRMINGHAM
3.48,2.15,34.66171,-86.04665,9692.55,4148.00,0.00,0.00,0.00,HIGHLANDS MEDICAL CENTER
3.30,2.17,32.94573,-85.98570,8942.77,4213.08,0.50,0.71,0.05,RUSSELL HOSPITAL
5.57,2.10,33.65640,-85.82284,18391.71,3939.68,0.50,0.60,0.05,NORTHEAST ALABAMA REGIONAL MED CENTER
4.14,2.21,34.80351,-86.97726,12411.15,4368.15,0.00,0.00,0.00,ATHENS-LIMESTONE HOSPITAL
6.48,2.07,30.42700,-87.68386,22162.81,3787.00,0.50,0.95,0.25,SOUTH BALDWIN REGIONAL MEDICAL CENTER
2.62,2.14,34.59052,-86.97262,6105.18,4079.35,0.50,0.78,0.54,DECATUR GENERAL HOSPITAL
6.07,2.32,33.83218,-87.30385,20436.69,4825.75,0.50,0.79,0.96,WALKER BAPTIST MEDICAL CENTER
4.42,2.06,30.68199,-88.19897,13605.33,3773.64,0.83,0.86,0.01,PROVIDENCE HOSPITAL
5.48,2.21,33.20521,-87.52546,17991.55,4378.59,0.67,0.66,0.21,D C H REGIONAL MEDICAL CENTER
2.49,2.30,32.54374,-86.21191,5543.50,4752.00,0.00,0.00,0.00,ELMORE COMMUNITY HOSPITAL
2.88,2.12,31.12918,-87.07279,7195.08,4026.00,0.00,0.00,0.00,D W MCMILLAN MEMORIAL HOSPITAL
4.89,2.01,30.51916,-87.88842,15524.21,3566.00,0.50,0.90,0.17,THOMAS HOSPITAL
8.27,2.32,33.49854,-86.84633,29608.68,4865.59,0.67,0.70,0.08,BAPTIST MEDICAL CENTER-PRINCETON
10.03,2.22,33.51420,-86.74859,36930.39,4410.88,0.67,0.28,0.11,TRINITY MEDICAL CENTER
4.93,2.10,30.69697,-88.08081,15692.79,3924.01,0.67,0.55,0.25,MOBILE INFIRMARY
5.24,2.13,33.37328,-86.99163,17018.22,4071.17,0.50,0.68,0.07,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM
5.74,2.38,32.43020,-87.05515,19088.52,5080.15,0.50,0.91,0.32,VAUGHAN REG MED CENTER PARKWAY CAMPUS
7.84,2.08,34.69279,-86.57179,27809.17,3842.00,0.50,0.78,0.33,CRESTWOOD MEDICAL CENTER
13.20,2.14,33.46420,-86.77409,50127.27,4086.31,0.50,0.65,0.30,BROOKWOOD MEDICAL CENTER
4.26,2.01,30.68546,-88.13170,12925.62,3548.08,0.50,0.81,0.07,SPRINGHILL MEDICAL CENTER
2.55,2.12,31.43128,-86.94142,5787.56,4020.00,0.00,0.00,0.00,EVERGREEN MEDICAL CENTER
4.78,2.22,32.38797,-86.17576,15085.33,4420.33,0.50,0.53,0.91,BAPTIST MEDICAL CENTER EAST
5.30,2.19,34.49384,-87.72713,17244.12,4293.65,0.00,0.00,0.00,RUSSELLVILLE HOSPITAL
7.56,2.68,60.94901,-149.17033,26668.84,6335.58,0.50,0.81,0.91,PROVIDENCE ALASKA MEDICAL CENTER
4.01,3.36,61.18268,-149.79897,11863.75,9175.00,0.00,0.00,0.00,ALASKA NATIVE MEDICAL CENTER
6.83,2.49,33.46514,-112.05797,23602.39,5570.55,0.50,0.49,0.70,BANNER GOOD SAMARITAN MEDICAL CENTER
5.55,2.43,32.25294,-110.88135,18275.15,5302.31,0.50,0.49,0.03,TUCSON MEDICAL CENTER
6.84,2.28,32.22734,-111.00065,23649.81,4667.23,0.33,0.75,0.64,CARONDELET ST  MARYS HOSPITAL
5.51,2.19,32.22685,-110.85520,18121.11,4321.09,0.67,0.55,0.21,CARONDELET ST JOSEPHS HOSPITAL
5.95,2.39,34.56017,-112.48217,19952.87,5128.26,0.25,0.68,0.17,YAVAPAI REGIONAL MEDICAL CENTER
5.71,2.52,32.68274,-114.63506,18954.59,5668.50,0.50,0.64,0.70,YUMA REGIONAL MEDICAL CENTER
6.44,2.33,33.56894,-112.07108,22005.57,4886.09,0.50,0.80,0.16,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL
8.45,2.69,33.48073,-112.07948,30355.11,6393.95,0.33,0.53,0.11,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER
6.44,2.48,33.52511,-112.10189,21987.53,5530.68,0.50,0.71,0.57,PHOENIX BAPTIST HOSPITAL
9.38,2.34,33.29750,-111.87461,34225.53,4920.13,0.50,0.79,0.54,CHANDLER REGIONAL MEDICAL CENTER
7.14,2.41,33.48885,-111.92387,24891.75,5205.00,0.67,0.76,0.54,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER
4.48,2.53,31.55116,-110.27248,13842.12,5738.25,0.00,0.00,0.00,SIERRA VISTA REGIONAL HEALTH CENTER INC
7.33,2.18,33.60432,-112.28378,25693.80,4272.49,0.83,0.75,0.96,BANNER BOSWELL MEDICAL CENTER
7.14,2.95,32.24152,-110.94631,24893.62,7474.54,0.50,0.38,0.39,UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSIT THE
6.89,2.39,33.39097,-111.87638,23885.45,5150.98,0.67,0.80,0.57,BANNER DESERT MEDICAL CENTER
6.31,2.35,34.47988,-114.33938,21440.61,4952.26,0.50,0.70,0.57,HAVASU REGIONAL MEDICAL CENTER
7.93,2.20,32.32103,-111.01102,28194.14,4340.62,0.50,0.71,0.20,NORTHWEST MEDICAL CENTER
7.02,2.25,33.41128,-111.68916,24392.39,4547.84,0.50,0.70,0.64,BANNER BAYWOOD MEDICAL CENTER
7.12,2.42,33.60949,-112.18129,24837.81,5253.17,0.67,0.74,0.76,BANNER THUNDERBIRD MEDICAL CENTER
6.48,2.28,33.66596,-112.11618,22143.10,4681.10,0.50,0.74,0.70,JOHN C LINCOLN DEER VALLEY HOSPITAL
7.27,2.22,33.65965,-112.37283,25436.42,4417.45,0.50,0.78,0.97,BANNER DEL E WEBB MEDICAL CENTER
6.30,2.39,33.65497,-112.20040,21405.11,5155.89,0.50,0.90,0.39,ARROWHEAD HOSPITAL
10.75,2.33,35.11068,-114.55505,39917.00,4897.38,0.50,0.88,0.64,WESTERN ARIZONA REGIONAL MEDICAL CTR
5.34,2.46,33.65947,-111.95626,17427.73,5435.82,0.67,0.54,0.96,MAYO CLINIC HOSPITAL
6.06,2.40,33.46202,-112.35299,20405.62,5176.65,0.75,0.65,0.69,WEST VALLEY HOSPITAL
7.55,2.54,33.47818,-112.25744,26602.32,5752.00,0.50,0.59,0.70,BANNER ESTRELLA MEDICAL CENTER
7.07,2.89,35.00155,-114.59763,24603.36,7220.79,0.00,0.00,0.00,VALLEY VIEW MEDICAL CENTER
8.90,2.27,33.28686,-111.75246,32239.42,4653.85,0.50,0.64,0.64,MERCY GILBERT MEDICAL CENTER
6.86,2.56,33.39128,-111.61125,23728.50,5859.69,0.50,0.60,0.11,MOUNTAIN VISTA MEDICAL CENTER LP
8.24,2.26,33.38269,-111.72100,29496.11,4585.07,0.50,0.70,0.58,BANNER GATEWAY MEDICAL CENTER
6.20,2.75,36.10940,-94.16036,21007.04,6624.21,0.33,0.78,0.74,WASHINGTON REGIONAL MED CTR AT NORTH HILLS
4.85,2.19,34.75031,-92.33897,15377.88,4314.26,0.67,0.64,0.83,ST VINCENT INFIRMARY MEDICAL CENTER
4.63,2.13,36.31007,-94.18471,14442.10,4062.05,0.50,0.68,0.45,MERCY MEDICAL CENTER
2.24,2.11,35.05399,-93.38856,4504.53,3953.76,0.00,0.00,0.00,JOHN ED CHAMBERS MEM HOSP INC
3.97,2.15,35.25046,-91.70056,11733.37,4124.30,0.50,0.61,0.64,WHITE COUNTY MEDICAL CENTER
3.10,2.23,35.83746,-90.70386,8090.74,4464.83,0.50,0.75,0.03,ST BERNARDS MEDICAL CTR
6.07,2.24,36.18082,-94.13644,20442.30,4497.82,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
4.36,2.17,34.46784,-93.06667,13336.47,4214.53,0.67,0.66,0.86,ST JOSEPHS MERCY HEALTH CENTER INC
2.80,2.10,36.34295,-92.39442,6863.06,3939.31,0.50,0.65,0.58,BAXTER REGIONAL MEDICAL CENTER
4.57,2.13,35.08546,-92.45774,14208.45,4035.91,0.50,0.72,0.80,CONWAY REGIONAL MEDICAL CENTER
4.41,2.11,34.77770,-92.12539,13560.00,3963.32,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
2.94,2.16,36.05214,-90.49908,7429.94,4175.88,0.00,0.00,0.00,ARKANSAS METHODIST MEDICAL CENTER
5.33,2.19,35.28275,-93.14901,17370.83,4295.67,0.00,0.00,0.00,ST MARYS REGIONAL MEDICAL CENTER
5.15,2.42,35.14320,-90.18837,16625.50,5248.12,0.00,0.00,0.00,CRITTENDEN MEMORIAL HOSPITAL
3.50,2.16,35.37445,-94.41868,9775.28,4162.20,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
5.17,2.15,35.35395,-94.35262,16727.46,4145.42,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
5.87,2.28,34.18894,-92.01886,19603.29,4686.75,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
7.76,2.15,35.60836,-91.26499,27475.31,4123.23,0.00,0.00,0.00,HARRIS HOSPITAL
4.49,2.11,34.57290,-92.58508,13859.62,3982.88,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
4.79,2.19,33.22053,-92.67102,15119.68,4324.89,0.50,0.70,0.14,MEDICAL CENTER SOUTH ARKANSAS
4.69,2.19,34.74866,-92.35422,14718.25,4286.71,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.29,2.14,35.80838,-90.66658,13029.50,4115.50,0.50,0.57,0.70,NEA BAPTIST MEMORIAL HOSPITAL
4.96,2.22,35.76927,-91.63408,15838.26,4428.32,0.33,0.64,0.38,WHITE RIVER MEDICAL CENTER
5.28,2.05,34.73868,-92.39307,17145.53,3743.00,0.75,0.86,0.80,ARKANSAS HEART HOSPITAL
19.81,3.26,37.63362,-122.08802,77641.47,8739.59,0.50,0.60,0.07,ST ROSE HOSPITAL
11.94,2.70,38.32472,-122.29671,44861.62,6435.38,0.50,0.72,0.83,QUEEN OF THE VALLEY MEDICAL CENTER
10.16,2.78,38.54384,-122.47401,37485.09,6774.27,0.50,0.75,0.33,ST HELENA HOSPITAL
11.22,2.61,38.57053,-121.45216,41888.00,6068.00,0.83,0.54,0.28,MERCY GENERAL HOSPITAL
5.56,3.20,34.06505,-118.23913,18319.52,8488.09,0.00,0.00,0.00,PACIFIC ALLIANCE MEDICAL CENTER
12.22,2.62,33.97659,-117.38184,46040.00,6100.52,0.50,0.65,0.58,RIVERSIDE COMMUNITY HOSPITAL
6.65,2.86,32.68425,-117.08161,22855.58,7084.50,0.00,0.00,0.00,PARADISE VALLEY HOSPITAL
6.10,3.01,32.75426,-117.16592,20575.70,7732.20,0.50,0.72,0.70,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
9.67,2.59,32.77495,-117.01467,35449.23,5964.82,0.83,0.71,0.33,GROSSMONT HOSPITAL
7.78,2.51,39.50528,-121.54100,27558.78,5652.11,0.50,0.74,0.64,OROVILLE HOSPITAL
9.05,2.51,35.38736,-119.01690,32857.25,5646.43,0.33,0.85,0.80,BAKERSFIELD MEMORIAL HOSPITAL
7.84,2.36,39.74221,-121.85000,27837.56,5014.03,0.83,0.71,0.48,ENLOE MEDICAL CENTER
11.04,2.97,37.82206,-122.26275,41117.33,7544.56,0.50,0.64,0.32,ALTA BATES SUMMIT MEDICAL CENTER
8.41,3.00,32.78037,-115.56848,30187.60,7696.80,0.50,0.97,0.70,EL CENTRO REGIONAL MEDICAL CENTER
13.90,3.47,37.79100,-122.43125,53043.88,9619.69,0.83,0.64,0.11,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
5.90,2.63,34.67486,-118.15771,19735.38,6125.00,0.50,0.68,0.45,ANTELOPE VALLEY HOSPITAL MED CENTER
5.95,2.51,36.32737,-119.29548,19935.31,5656.28,0.50,0.56,0.12,KAWEAH DELTA MEDICAL CENTER
8.78,2.86,34.12834,-118.25777,31743.92,7106.08,0.50,0.72,0.45,GLENDALE MEM HOSPITAL & HLTH CENTER
7.40,2.85,36.73000,-119.78000,25983.05,7064.82,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
10.45,3.12,34.09643,-118.29103,38697.65,8192.00,0.75,0.76,0.74,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
8.68,2.78,32.75143,-117.16083,31295.97,6770.10,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
10.18,2.82,37.95337,-122.33672,37564.70,6931.15,0.50,0.64,0.19,DOCTORS MEDICAL CENTER-SAN PABLO
12.01,2.56,34.21674,-119.15631,45182.06,5846.61,0.50,0.64,0.07,ST JOHNS REGIONAL MEDICAL CENTER
14.98,2.64,37.96987,-121.28873,57522.12,6195.31,0.83,0.69,0.97,ST JOSEPHS MED CENTER OF STOCKTON
7.48,2.44,36.83532,-119.76562,26336.56,5364.73,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
8.94,2.38,34.10130,-117.63651,32377.73,5087.80,0.50,0.66,0.86,SAN ANTONIO COMMUNITY HOSPITAL
7.95,2.55,32.79949,-117.15394,28259.08,5823.38,0.67,0.62,0.11,SHARP MEMORIAL HOSPITAL
8.22,2.63,33.92798,-117.43847,29416.00,6142.00,0.50,0.89,0.25,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
13.54,3.08,34.04932,-118.21746,51556.36,8028.33,0.25,0.74,0.99,WHITE MEMORIAL MEDICAL CENTER
9.81,3.09,33.92963,-118.20332,36021.07,8047.38,0.67,0.79,0.33,SAINT FRANCIS MEDICAL CENTER
9.83,2.96,38.57155,-121.46874,36096.95,7515.34,0.83,0.78,0.80,SUTTER GENERAL HOSPITAL
6.85,2.77,34.07558,-118.28424,23687.00,6726.00,0.00,0.00,0.00,TEMPLE COMMUNITY HOSPITAL
8.48,2.62,34.02685,-118.48651,30467.93,6097.00,0.50,0.76,0.21,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
8.30,2.34,33.12535,-117.07336,29746.43,4913.00,0.50,0.55,0.70,PALOMAR MEDICAL CENTER
14.67,2.62,34.22014,-118.53410,56235.96,6099.40,0.33,0.56,0.45,NORTHRIDGE HOSPITAL MEDICAL CENTER
14.23,2.37,37.80132,-121.19690,54416.27,5064.07,0.00,0.00,0.00,DOCTORS HOSPITAL OF MANTECA
6.02,2.52,36.32362,-119.66726,20251.63,5662.00,0.50,0.89,0.25,ADVENTIST MEDICAL CENTER
6.06,2.34,34.20495,-118.21589,20425.43,4932.57,0.00,0.00,0.00,VERDUGO HILLS HOSPITAL
19.90,3.18,37.36257,-121.84974,78002.84,8405.84,0.50,0.70,0.02,REGIONAL MEDICAL CENTER OF SAN JOSE
5.51,2.47,33.18402,-117.29661,18128.30,5485.20,0.50,0.57,0.21,TRI-CITY MEDICAL CENTER
10.96,2.80,34.13495,-117.27603,40806.31,6831.12,0.50,0.66,0.48,ST BERNARDINE MEDICAL CENTER
13.33,2.76,34.10081,-118.10588,50646.45,6690.27,0.00,0.00,0.00,SAN GABRIEL VALLEY MEDICAL CENTER
7.65,2.51,39.13822,-121.59436,27038.59,5644.49,0.50,0.51,0.21,RIDEOUT MEMORIAL HOSPITAL
10.79,2.77,36.57886,-121.91316,40103.14,6724.00,0.67,0.56,0.58,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
6.45,2.42,39.22809,-121.04721,22050.00,5270.80,0.00,0.00,0.00,SIERRA NEVADA MEMORIAL HOSPITAL
10.19,2.32,33.89465,-117.92716,37604.89,4837.00,0.67,0.71,0.91,ST JUDE MEDICAL CENTER
14.85,2.43,33.96860,-118.04831,56999.80,5314.09,0.50,0.46,0.16,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
11.88,2.70,38.44369,-122.70138,44632.10,6424.57,0.67,0.86,0.58,SANTA ROSA MEMORIAL HOSPITAL
16.91,3.03,37.51164,-120.83800,65546.72,7797.97,0.33,0.86,0.16,EMANUEL MEDICAL CENTER INC
16.20,2.71,37.91341,-122.04163,62601.68,6482.66,0.50,0.62,0.33,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
7.92,2.82,33.77991,-118.18602,28133.54,6942.69,0.50,0.82,0.94,ST MARY MEDICAL CENTER
14.55,2.89,37.55717,-121.98126,55730.04,7226.85,0.50,0.54,0.89,WASHINGTON HOSPITAL
12.66,2.56,37.48000,-122.25441,47864.85,5835.85,0.00,0.00,0.00,SEQUOIA HOSPITAL
7.73,2.43,34.58305,-118.14490,27342.37,5300.00,0.50,0.86,0.54,PALMDALE REGIONAL MEDICAL CENTER
10.54,2.56,32.61972,-117.02278,39047.86,5851.57,0.50,0.71,0.58,SHARP CHULA VISTA MEDICAL CENTER
6.41,2.27,33.62229,-117.92995,21862.39,4650.00,0.50,0.70,0.51,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
13.76,2.38,39.75720,-121.57018,52441.77,5079.46,0.50,0.65,0.58,FEATHER RIVER HOSPITAL
9.68,2.43,33.84780,-117.93661,35494.35,5311.13,0.50,0.74,0.58,AHMC ANAHEIM REGIONAL MEDICAL CENTER
12.01,2.80,34.07709,-117.75063,45171.90,6847.60,0.33,0.74,0.98,POMONA VALLEY HOSPITAL MEDICAL CENTER
13.20,2.46,34.15601,-118.32834,50138.87,5442.48,0.50,0.80,0.97,PROVIDENCE SAINT JOSEPH MEDICAL CTR
9.41,2.50,34.13973,-118.03534,34363.05,5577.95,0.50,0.45,0.11,METHODIST HOSPITAL OF SOUTHERN CA
13.24,2.87,34.14987,-118.23117,50275.60,7126.75,0.67,0.75,0.89,GLENDALE ADVENTIST MEDICAL CENTER
14.33,3.39,36.98999,-121.98357,54818.86,9279.04,0.50,0.64,0.64,DOMINICAN HOSPITAL
12.98,2.51,33.83862,-116.54557,49213.47,5649.06,0.67,0.81,0.03,DESERT REGIONAL MEDICAL CENTER
6.12,3.12,34.07389,-117.35111,20665.43,8188.14,0.33,0.81,0.07,ARROWHEAD REGIONAL MEDICAL CENTER
11.21,2.46,38.72562,-120.79096,41825.59,5423.06,0.50,0.81,0.01,MARSHALL MEDICAL CENTER (1-RH)
6.47,2.61,36.06956,-119.02748,22110.19,6062.50,0.00,0.00,0.00,SIERRA VIEW DISTRICT HOSPITAL
14.99,2.55,34.27915,-118.46006,57571.78,5787.86,0.50,0.80,0.25,PROVIDENCE HOLY CROSS MEDICAL CENTER
10.03,2.62,40.58654,-122.39168,36944.32,6108.32,0.83,0.71,0.45,MERCY MEDICAL CENTER REDDING
8.57,2.27,34.03009,-118.47833,30864.75,4623.65,0.50,0.81,0.76,SAINT JOHN'S HEALTH CENTER
8.85,2.85,33.91173,-117.19590,32025.56,7035.81,0.50,0.78,0.52,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER
10.55,2.36,35.37279,-119.02817,39114.82,5016.55,0.50,0.70,0.83,MERCY HOSPITAL
6.94,2.93,36.83491,-121.38651,24085.07,7369.00,0.00,0.00,0.00,HAZEL HAWKINS MEMORIAL HOSPITAL
7.13,2.48,34.50107,-117.17285,24849.00,5516.92,0.50,0.88,0.20,ST MARY MEDICAL CENTER
9.94,3.05,37.85593,-122.25730,36563.60,7897.47,0.50,0.56,0.08,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
7.68,2.46,38.76514,-121.24979,27153.81,5436.06,0.67,0.78,0.16,SUTTER ROSEVILLE MEDICAL CENTER
8.23,2.44,37.74409,-121.43469,29459.29,5340.00,0.00,0.00,0.00,SUTTER TRACY COMMUNITY HOSPITAL
11.32,2.36,32.88461,-117.22244,42309.53,5011.18,0.50,0.64,0.30,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
7.19,3.08,34.05076,-117.26395,25099.33,8027.28,0.50,0.55,0.16,LOMA LINDA UNIVERSITY MEDICAL CENTER
6.67,2.55,33.87236,-117.56809,22953.03,5785.00,0.50,0.79,0.82,CORONA REGIONAL MEDICAL CENTER
7.65,2.73,36.65910,-121.64630,27015.77,6550.33,0.50,0.70,0.38,SALINAS VALLEY MEMORIAL HOSPITAL
16.41,2.48,38.12186,-121.28665,63484.47,5507.40,1.00,0.70,0.94,LODI MEMORIAL HOSPITAL
6.64,2.81,32.95813,-115.55388,22836.16,6865.68,0.50,0.91,0.93,PIONEERS MEMORIAL HEALTHCARE DISTRICT
6.11,2.69,34.01501,-118.10064,20622.42,6388.00,0.50,0.89,0.74,BEVERLY HOSPITAL
10.16,2.35,33.81131,-118.34364,37465.40,4983.96,0.67,0.68,0.89,TORRANCE MEMORIAL MEDICAL CENTER
11.82,2.43,33.83891,-118.35677,44366.77,5307.15,0.50,0.86,0.94,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
4.71,2.61,36.22008,-119.33764,14791.86,6040.00,0.00,0.00,0.00,TULARE REGIONAL MEDICAL CENTER
13.56,2.63,37.94748,-122.53677,51617.46,6120.27,0.50,0.64,0.16,MARIN GENERAL HOSPITAL
15.88,2.93,38.26174,-122.04662,61268.00,7374.18,0.50,0.69,0.30,NORTHBAY MEDICAL CENTER
4.37,2.99,34.24018,-118.39632,13365.08,7615.00,0.00,0.00,0.00,PACIFICA HOSPITAL OF THE VALLEY
14.38,2.67,37.25153,-121.94684,55037.25,6302.00,0.33,0.64,0.03,GOOD SAMARITAN HOSPITAL
6.62,2.74,34.08802,-117.89341,22728.03,6581.51,0.67,0.68,0.29,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
5.19,2.65,38.39711,-122.81924,16796.73,6210.00,0.00,0.00,0.00,PALM DRIVE HOSPITAL
5.32,2.46,33.75117,-116.96028,17318.27,5408.20,0.50,0.74,0.83,HEMET VALLEY MEDICAL CENTER
12.65,2.63,33.93530,-118.13030,47815.89,6151.68,0.50,0.90,0.83,DOWNEY REGIONAL MEDICAL CENTER
9.16,2.35,34.27459,-119.25812,33315.17,4951.92,0.50,0.54,0.08,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
7.89,2.47,34.42951,-119.72333,28027.58,5456.05,0.67,0.72,0.32,SANTA BARBARA COTTAGE HOSPITAL
8.00,2.63,38.67039,-121.14552,28499.74,6121.48,0.50,0.78,0.25,MERCY HOSPITAL OF FOLSOM
8.25,2.45,33.82557,-117.99493,29525.25,5406.25,0.50,0.91,0.98,WEST ANAHEIM MEDICAL CENTER
10.84,2.51,34.13364,-118.15275,40290.87,5646.56,0.67,0.65,0.58,HUNTINGTON MEMORIAL HOSPITAL
9.74,2.73,37.34027,-120.46817,35717.76,6538.24,0.50,0.78,0.38,MERCY MEDICAL CENTER
7.57,2.50,35.38338,-119.01969,26691.09,5605.87,0.33,0.86,0.07,SAN JOAQUIN COMMUNITY HOSPITAL
11.79,2.89,37.77449,-122.45429,44261.50,7225.17,0.50,0.88,0.03,ST MARY'S MEDICAL CENTER
20.55,2.78,37.66540,-120.99743,80717.94,6744.18,0.67,0.66,0.10,DOCTORS MEDICAL CENTER
10.00,2.81,34.05336,-118.26558,36805.33,6902.59,0.50,0.69,0.80,GOOD SAMARITAN HOSPITAL
11.86,2.41,34.20285,-118.62962,44529.40,5201.00,0.50,0.61,0.14,WEST HILLS HOSPITAL & MEDICAL CENTER
8.89,2.59,33.80861,-118.18661,32206.16,5977.57,0.67,0.65,0.28,LONG BEACH MEMORIAL MEDICAL CENTER
10.52,2.74,37.69824,-122.08730,38973.78,6607.75,0.67,0.61,0.54,EDEN MEDICAL CENTER
13.98,2.62,37.98396,-122.03464,53357.82,6085.45,0.50,0.76,0.98,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS
8.52,2.29,33.03634,-117.28487,30643.73,4734.47,0.50,0.65,0.05,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS
15.27,2.45,35.29188,-120.66635,58726.71,5381.43,0.50,0.86,0.82,SIERRA VISTA REGIONAL MEDICAL CENTER
8.83,2.63,38.66956,-121.31378,31945.62,6146.97,0.67,0.66,0.30,MERCY SAN JUAN MEDICAL CENTER
10.05,2.78,37.98224,-121.80362,37008.28,6769.23,0.50,0.59,0.25,SUTTER DELTA MEDICAL CENTER
12.84,2.78,33.68179,-116.23394,48633.42,6772.17,0.50,0.70,0.16,JOHN F KENNEDY MEMORIAL HOSPITAL INC
9.58,2.52,34.20777,-118.88305,35052.63,5680.11,0.50,0.51,0.70,LOS ROBLES HOSPITAL & MEDICAL CENTER
