size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
20.04,3.69,37.32710,-121.93863,97390.75,16162.65,0.67,0.71,0.38,O'CONNOR HOSPITAL
27.69,3.27,38.44369,-122.70138,135371.08,14048.50,0.67,0.86,0.58,SANTA ROSA MEMORIAL HOSPITAL
20.70,3.03,37.48000,-122.25441,100628.50,12858.07,0.00,0.00,0.00,SEQUOIA HOSPITAL
21.27,2.62,35.27882,-120.65047,103473.80,10853.00,0.00,0.00,0.00,FRENCH HOSPITAL MEDICAL CENTER
22.63,2.95,34.15601,-118.32834,110248.20,12456.93,0.50,0.80,0.97,PROVIDENCE SAINT JOSEPH MEDICAL CTR
12.44,2.93,34.13973,-118.03534,59627.71,12347.05,0.50,0.45,0.11,METHODIST HOSPITAL OF SOUTHERN CA
21.10,3.49,34.14987,-118.23117,102617.79,15138.12,0.67,0.75,0.89,GLENDALE ADVENTIST MEDICAL CENTER
13.86,4.47,34.06675,-118.44613,66650.93,19997.41,0.50,0.28,0.33,RONALD REAGAN UCLA MEDICAL CENTER
22.34,3.48,37.67947,-122.47447,108780.18,15112.18,0.50,0.62,0.25,SETON MEDICAL CENTER
19.48,4.11,38.46964,-122.70746,94587.12,18210.76,0.75,0.71,0.70,SUTTER MEDICAL CENTER OF SANTA ROSA
18.01,2.67,35.37279,-119.02817,87264.82,11066.73,0.50,0.70,0.83,MERCY HOSPITAL
13.10,2.89,34.50107,-117.17285,62888.21,12182.71,0.50,0.88,0.20,ST MARY MEDICAL CENTER
17.09,3.14,37.36934,-122.08047,82727.61,13412.35,0.67,0.49,0.07,EL CAMINO HOSPITAL
14.22,2.67,33.81131,-118.34364,68475.63,11062.32,0.67,0.68,0.89,TORRANCE MEMORIAL MEDICAL CENTER
19.21,3.16,37.94748,-122.53677,93272.33,13525.87,0.50,0.64,0.16,MARIN GENERAL HOSPITAL
28.96,3.23,37.25153,-121.94684,141691.80,13855.73,0.33,0.64,0.03,GOOD SAMARITAN HOSPITAL
19.30,2.67,34.27459,-119.25812,93706.53,11060.47,0.50,0.54,0.08,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
9.10,2.84,34.42951,-119.72333,43007.54,11909.79,0.67,0.72,0.32,SANTA BARBARA COTTAGE HOSPITAL
16.68,2.81,32.89810,-117.24217,80692.44,11780.72,0.50,0.75,0.38,SCRIPPS GREEN HOSPITAL
25.77,4.65,37.43436,-122.18013,125839.33,20911.00,0.50,0.59,0.28,STANFORD HOSPITAL
17.91,4.73,37.76421,-122.45716,86794.56,21301.34,0.67,0.53,0.91,UCSF MEDICAL CENTER
24.15,3.27,37.66540,-120.99743,117810.64,14051.00,0.67,0.66,0.10,DOCTORS MEDICAL CENTER
14.60,3.51,34.05336,-118.26558,70346.21,15237.65,0.50,0.69,0.80,GOOD SAMARITAN HOSPITAL
17.82,3.14,38.66956,-121.31378,86364.87,13428.13,0.67,0.66,0.30,MERCY SAN JUAN MEDICAL CENTER
21.78,2.95,37.66867,-120.97339,106025.50,12469.72,0.67,0.80,0.54,MEMORIAL  MEDICAL CENTER
17.15,2.51,33.76335,-116.40628,83016.73,10303.40,0.50,0.56,0.39,EISENHOWER MEDICAL CENTER
12.96,2.85,33.84932,-118.15323,62216.85,11991.92,0.83,0.80,0.13,LAKEWOOD REGIONAL MEDICAL CENTER
23.86,3.37,34.07664,-118.37955,116328.32,14533.26,1.00,0.59,0.48,CEDARS-SINAI MEDICAL CENTER
23.58,4.65,34.06193,-118.20157,114959.93,20911.60,0.33,0.71,0.03,KECK HOSPITAL OF USC
7.54,2.75,33.55876,-117.18329,35270.83,11487.25,0.67,0.74,0.74,SOUTHWEST HEALTHCARE SYSTEM
7.09,2.47,36.85992,-119.78858,33023.80,10086.95,0.00,0.00,0.00,FRESNO HEART AND SURGICAL HOSPITAL
26.52,3.71,33.95076,-118.34828,129583.11,16239.64,0.50,0.71,1.00,CENTINELA HOSPITAL MEDICAL CENTER
18.29,2.78,32.77629,-117.05730,88699.80,11616.10,0.75,0.79,0.64,ALVARADO HOSPITAL MEDICAL CENTER
17.15,2.76,34.17067,-118.53200,82995.58,11549.50,0.50,0.57,0.64,PROVIDENCE TARZANA MEDICAL CENTER
14.75,2.95,40.58532,-122.38702,71077.38,12453.00,0.50,0.79,0.98,SHASTA REGIONAL MEDICAL CENTER
10.14,2.58,40.41481,-104.70890,48181.74,10639.21,0.50,0.74,0.58,NORTH COLORADO MEDICAL CENTER
17.54,3.01,39.74615,-104.96682,84944.59,12774.68,0.67,0.47,0.17,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER
13.25,2.42,38.28184,-104.61256,63645.50,9858.14,0.67,0.69,0.30,PARKVIEW MEDICAL CENTER INC
11.85,2.68,38.83903,-104.80024,56666.57,11108.64,0.67,0.69,0.33,MEMORIAL HOSPITAL CENTRAL
13.84,3.52,39.74234,-104.84156,66553.67,15321.08,0.67,0.66,0.70,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT
8.82,2.64,40.45184,-105.19608,41646.84,10927.36,0.50,0.79,0.45,MEDICAL CENTER OF THE ROCKIES
6.54,3.15,41.30978,-72.93806,30292.87,13451.11,0.67,0.57,0.08,HOSPITAL OF ST RAPHAEL
4.73,3.02,41.77507,-72.69941,21299.65,12794.46,0.50,0.54,0.86,ST FRANCIS HOSPITAL & MEDICAL CENTER
14.36,3.24,41.05562,-73.55390,69134.08,13916.58,0.50,0.53,0.11,STAMFORD HOSPITAL
6.01,2.57,41.86708,-72.45056,27657.54,10586.92,0.50,0.90,0.14,ROCKVILLE GENERAL HOSPITAL
6.73,3.07,41.55241,-73.03554,31249.66,13085.84,0.50,0.56,0.39,SAINT MARYS HOSPITAL
5.96,2.55,41.54874,-72.80148,27442.48,10485.70,0.50,0.60,0.80,MIDSTATE MEDICAL CENTER
8.84,2.71,41.55473,-72.64872,41750.46,11301.31,0.33,0.61,0.93,MIDDLESEX HOSPITAL
13.88,3.63,41.30400,-72.93502,66756.45,15832.85,0.67,0.41,0.03,YALE-NEW HAVEN HOSPITAL
7.45,3.34,41.75412,-72.67927,34847.30,14405.77,0.50,0.47,0.10,HARTFORD HOSPITAL
7.13,2.90,41.20049,-73.20281,33217.12,12214.18,0.67,0.79,0.64,ST VINCENT'S MEDICAL CENTER
9.95,2.90,41.40474,-73.44739,47258.93,12198.21,0.50,0.66,0.58,DANBURY HOSPITAL
8.54,3.27,41.11147,-73.42010,40248.83,14082.83,0.50,0.72,0.93,NORWALK HOSPITAL ASSOCIATION
8.37,4.13,41.73545,-72.79489,39391.84,18310.12,0.25,0.60,0.08,JOHN DEMPSEY HOSPITAL
6.90,2.97,39.69005,-75.68408,32104.77,12571.77,0.67,0.59,0.39,CHRISTIANA CARE HEALTH SERVICES INC.
5.60,2.56,39.15135,-75.52309,25646.08,10530.33,0.50,0.59,0.91,BAYHEALTH - KENT GENERAL HOSPITAL
12.96,2.89,38.77159,-75.14210,62200.43,12187.43,0.50,0.90,0.82,BEEBE MEDICAL CENTER
13.79,3.54,38.90106,-77.05079,66319.00,15405.53,0.50,0.50,0.14,GEORGE WASHINGTON UNIV HOSPITAL
11.90,3.51,38.91221,-77.07588,56956.67,15238.08,0.67,0.65,0.01,GEORGETOWN UNIVERSITY HOSPITAL
5.92,3.14,38.94397,-76.99040,27237.67,13399.25,0.50,0.57,0.25,PROVIDENCE HOSPITAL
10.19,3.11,38.92944,-77.01473,48454.02,13244.45,0.33,0.59,0.02,WASHINGTON HOSPITAL CENTER
11.81,3.14,30.34913,-81.66391,56503.36,13389.73,0.50,0.62,0.00,SHANDS JACKSONVILLE MEDICAL CENTER
9.92,2.58,26.50479,-80.06979,47098.86,10630.34,0.50,0.54,0.99,BETHESDA MEMORIAL HOSPITAL
13.86,2.68,28.52517,-81.37729,66693.48,11104.20,0.67,0.47,0.29,ORLANDO HEALTH
11.90,2.54,28.57345,-81.36990,56910.16,10447.72,0.83,0.66,0.25,FLORIDA HOSPITAL
14.59,2.84,25.68309,-80.34038,70315.17,11916.75,0.50,0.62,0.86,BAPTIST HOSPITAL OF MIAMI INC
15.95,3.04,25.78846,-80.21644,77075.00,12938.93,0.83,0.56,0.01,UNIVERSITY OF MIAMI HOSPITAL
9.17,2.36,26.62849,-81.87423,43385.71,9557.33,0.67,0.53,0.16,LEE MEMORIAL HOSPITAL
8.22,2.42,29.20117,-81.05828,38670.77,9857.85,0.67,0.76,0.80,HALIFAX HEALTH MEDICAL CENTER
9.02,2.32,26.15053,-81.79919,42647.17,9329.53,0.67,0.62,0.39,NAPLES COMMUNITY HOSPITAL
8.95,2.18,28.08771,-80.61362,42254.53,8641.00,0.67,0.59,0.17,HOLMES REGIONAL MEDICAL CENTER
8.41,2.50,30.47650,-87.21219,39577.87,10242.97,0.50,0.41,0.39,SACRED HEART HOSPITAL
6.52,2.40,30.15963,-85.64818,30225.32,9739.64,0.67,0.74,0.43,BAY MEDICAL CENTER
10.46,2.62,27.76332,-82.64325,49792.00,10820.91,0.50,0.82,0.20,BAYFRONT MEDICAL CENTER INC
17.27,2.94,25.81317,-80.13996,83597.64,12437.00,0.67,0.47,0.25,MOUNT SINAI MEDICAL CENTER
16.87,2.58,27.49789,-82.56220,81620.36,10643.14,0.50,0.55,0.30,MANATEE MEMORIAL HOSPITAL
12.32,2.74,26.01867,-80.17981,59033.97,11414.83,0.83,0.64,0.76,MEMORIAL REGIONAL HOSPITAL
10.51,2.31,30.30835,-81.68919,50044.45,9278.45,0.50,0.69,0.83,ST VINCENT'S MEDICAL CENTER
10.80,2.40,27.19837,-80.24306,51455.64,9749.36,0.67,0.70,0.58,MARTIN MEMORIAL MEDICAL CENTER
12.20,2.22,28.26092,-82.18802,58414.42,8833.00,0.50,0.62,0.89,FLORIDA HOSPITAL ZEPHYRHILLS
13.94,2.23,27.46707,-81.43358,67051.87,8907.20,0.00,0.00,0.00,HIGHLANDS REGIONAL MEDICAL CENTER
10.30,2.67,28.02768,-81.72466,48991.19,11093.19,0.50,0.62,0.03,WINTER HAVEN HOSPITAL
14.62,2.68,29.17594,-82.13898,70438.50,11113.45,0.50,0.60,0.94,MUNROE REGIONAL MEDICAL CENTER
8.79,2.44,27.78088,-82.65126,41503.75,9939.92,0.50,0.69,0.58,ST ANTHONY'S HOSPITAL
8.02,2.23,29.24333,-81.10760,37635.28,8888.17,0.50,0.68,0.96,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER
30.00,3.47,27.09043,-82.44499,146856.12,15052.00,0.50,0.76,0.48,VENICE REGIONAL MEDICAL CENTER
14.30,2.30,26.18711,-80.11941,68849.72,9241.00,0.83,0.57,0.38,HOLY CROSS HOSPITAL INC
9.18,2.55,27.98242,-82.49025,43422.57,10506.86,0.67,0.60,0.30,ST JOSEPH'S HOSPITAL
17.81,2.52,26.98905,-82.09559,86303.08,10335.58,0.50,0.69,0.43,PEACE RIVER REGIONAL MEDICAL CENTER
17.50,2.47,26.59805,-80.09271,84746.53,10109.47,1.00,0.60,0.28,JFK MEDICAL CENTER
7.34,2.24,28.80659,-81.86906,34274.45,8951.45,0.33,0.68,0.25,LEESBURG REGIONAL MEDICAL CENTER
11.33,2.32,27.31827,-82.53140,54088.93,9351.70,0.33,0.38,0.70,SARASOTA MEMORIAL HOSPITAL
8.07,2.59,30.31525,-81.66398,37921.04,10670.96,0.67,0.47,0.13,BAPTIST MEDICAL CENTER
7.43,2.52,29.86371,-81.31749,34735.74,10326.00,0.67,0.76,0.30,FLAGLER HOSPITAL
12.79,2.74,28.33522,-80.72319,61339.42,11434.67,0.50,0.64,0.97,WUESTHOFF MEDICAL CENTER  ROCKLEDGE
9.35,2.30,30.43066,-87.23191,44275.15,9259.93,0.50,0.72,0.17,BAPTIST HOSPITAL
4.95,2.36,27.65832,-80.39307,22387.10,9539.00,0.67,0.76,0.99,INDIAN RIVER MEDICAL CENTER
8.20,2.31,27.50001,-81.43962,38538.00,9296.31,0.50,0.61,0.86,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER
15.08,2.63,28.29946,-81.41021,72729.84,10881.32,0.50,0.64,0.51,OSCEOLA REGIONAL MEDICAL CENTER
8.58,3.30,29.64155,-82.34844,40419.61,14210.17,0.67,0.54,0.30,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA
11.43,2.59,29.47897,-81.18915,54594.75,10658.00,0.50,0.51,0.39,FLORIDA HOSPITAL FLAGLER
10.22,2.28,27.95192,-82.80379,48582.85,9165.46,0.67,0.62,0.10,MORTON PLANT HOSPITAL
17.50,2.94,27.93740,-82.45927,84770.06,12432.94,0.67,0.66,0.00,TAMPA GENERAL HOSPITAL
13.30,2.46,25.96994,-80.14533,63887.38,10057.62,0.50,0.64,0.80,AVENTURA HOSPITAL AND MEDICAL CENTER
10.75,2.62,30.45726,-84.26175,51196.29,10846.54,0.67,0.57,0.64,TALLAHASSEE MEMORIAL HEALTHCARE
8.38,2.72,30.26389,-81.44283,39460.00,11316.50,0.83,0.62,0.91,MAYO CLINIC
16.74,2.73,25.70328,-80.29391,80971.25,11354.42,0.50,0.65,0.69,SOUTH MIAMI HOSPITAL INC
12.07,2.43,28.06172,-81.95304,57764.27,9894.32,0.50,0.53,0.03,LAKELAND REGIONAL MEDICAL CENTER
11.23,2.37,26.35875,-80.10203,53629.82,9604.06,0.67,0.46,0.43,BOCA RATON REGIONAL HOSPITAL
11.31,2.27,28.07111,-82.42342,54006.43,9072.00,0.50,0.69,0.38,FLORIDA HOSPITAL TAMPA
13.14,2.30,26.83035,-80.08655,63081.30,9240.00,1.00,0.56,0.38,PALM BEACH GARDENS MEDICAL CENTER
13.78,2.39,30.28793,-81.60103,66255.14,9703.97,0.33,0.49,0.25,MEMORIAL HOSPITAL JACKSONVILLE
15.78,3.10,25.88563,-80.32635,76230.50,13239.00,0.67,0.79,0.91,PALMETTO GENERAL HOSPITAL
15.67,2.37,29.66085,-82.41172,75680.13,9574.67,0.33,0.53,0.17,NORTH FLORIDA REGIONAL MEDICAL CENTER
11.26,2.17,27.93758,-82.48933,53757.86,8612.07,0.50,0.78,0.41,MEMORIAL HOSPITAL OF TAMPA
13.27,2.14,29.17550,-82.13680,63760.24,8438.18,0.83,0.55,0.86,OCALA REGIONAL MEDICAL CENTER
11.80,2.43,26.52735,-81.83337,56420.42,9871.49,0.50,0.59,0.64,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM
21.38,2.47,30.45448,-86.63362,104032.67,10069.25,0.50,0.72,0.64,FORT WALTON BEACH MEDICAL CENTER
14.56,2.34,30.51624,-87.21856,70136.85,9423.69,0.50,0.65,0.05,WEST FLORIDA HOSPITAL
16.01,2.17,26.98884,-82.09877,77356.25,8596.25,0.50,0.80,0.58,FAWCETT MEMORIAL HOSPITAL
23.38,2.49,27.82545,-82.70122,113988.09,10198.77,0.50,0.65,0.33,NORTHSIDE HOSPITAL
22.49,2.55,30.18657,-85.66513,109538.68,10495.14,0.50,0.64,0.99,GULF COAST MEDICAL CENTER
11.80,2.66,27.93259,-82.28759,56448.36,11033.14,0.67,0.68,0.21,BRANDON REGIONAL HOSPITAL
12.61,2.28,26.63958,-81.94164,60441.10,9136.65,0.50,0.53,0.21,CAPE CORAL HOSPITAL
12.83,2.64,27.43392,-80.34350,61569.19,10926.56,0.83,0.54,0.30,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE
11.49,2.30,26.43709,-80.12728,54900.05,9237.00,0.83,0.72,0.93,DELRAY MEDICAL CENTER
13.14,2.41,27.28861,-80.29431,63082.82,9794.00,0.50,0.65,0.54,ST LUCIE MEDICAL CENTER
19.12,2.22,28.53585,-82.53404,92786.81,8821.19,0.67,0.71,0.58,OAK HILL HOSPITAL
8.62,2.57,28.03957,-82.70875,40625.89,10591.11,0.67,0.66,0.54,MEASE COUNTRYSIDE HOSPITAL
12.08,2.23,26.21388,-81.73257,57815.17,8897.00,0.33,0.80,0.33,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE
6.54,2.16,28.94952,-81.95843,30292.85,8548.00,0.33,0.80,0.94,VILLAGES REGIONAL HOSPITAL THE
7.32,2.28,31.22516,-82.34898,34169.33,9154.25,0.50,0.94,0.33,SATILLA REGIONAL MEDICAL CENTER
8.24,2.70,31.59023,-84.15756,38749.87,11212.44,0.50,0.54,0.11,PHOEBE PUTNEY MEMORIAL HOSPITAL
8.54,2.93,33.79230,-84.32107,40230.30,12375.57,0.50,0.41,0.08,EMORY UNIVERSITY HOSPITAL
7.51,2.39,33.03204,-85.05781,35102.73,9692.45,0.50,0.79,0.96,WEST GEORGIA MEDICAL CENTER
6.40,2.86,31.17425,-81.48459,29603.67,12010.93,0.50,0.61,0.17,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS
10.93,2.67,33.47096,-81.98176,52090.15,11092.60,0.50,0.51,0.21,UNIVERSITY HOSPITAL
9.19,2.69,34.30335,-83.81737,43480.75,11161.78,0.67,0.59,0.45,NORTHEAST GEORGIA MEDICAL CENTER INC
9.68,2.46,33.23886,-84.26706,45880.52,10015.14,0.33,0.79,0.70,SPALDING REGIONAL MEDICAL CENTER
9.03,4.40,33.47091,-81.98988,42653.12,19660.18,0.67,0.45,0.38,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS
7.50,2.38,33.96770,-84.55011,35054.65,9636.19,0.67,0.62,0.45,WELLSTAR KENNESTONE HOSPITAL
10.85,2.89,32.03185,-81.09158,51735.81,12170.91,0.67,0.61,0.25,MEMORIAL HEALTH UNIV MED CEN INC
7.29,2.36,30.82614,-83.97393,34030.62,9515.75,0.50,0.75,0.48,JOHN D ARCHBOLD MEMORIAL HOSPITAL
11.00,2.25,31.98515,-81.15475,52486.07,8993.57,0.67,0.72,0.33,ST JOSEPH'S HOSPITAL - SAVANNAH
8.28,2.54,33.96117,-83.39832,38965.52,10420.48,0.50,0.69,0.93,ATHENS REGIONAL MEDICAL CENTER
7.54,2.83,33.76810,-84.38616,35287.67,11856.22,0.33,0.45,0.10,EMORY UNIVERSITY HOSPITAL MIDTOWN
5.85,2.21,33.90877,-84.35180,26880.28,8770.37,0.50,0.55,0.03,SAINT JOSEPH'S HOSPITAL OF ATLANTA INC
8.72,2.22,33.81003,-84.39568,41159.81,8865.50,0.33,0.57,0.45,PIEDMONT HOSPITAL
8.57,2.47,33.96351,-84.01769,40369.95,10093.79,0.50,0.90,0.45,GWINNETT MEDICAL CENTER
11.10,2.58,33.68072,-84.00200,52978.89,10630.44,0.50,0.56,0.33,ROCKDALE MEDICAL CENTER
7.30,2.37,31.47069,-83.50473,34087.31,9599.75,0.17,0.80,0.32,TIFT REGIONAL MEDICAL CENTER
7.61,2.81,32.83041,-83.63476,35630.97,11764.06,0.67,0.49,0.45,MEDICAL CENTER OF CENTRAL GEORGIA
11.52,2.65,32.54026,-82.95741,55025.36,10969.00,0.00,0.00,0.00,FAIRVIEW PARK HOSPITAL
8.49,2.52,33.85638,-84.60446,39970.07,10346.57,0.50,0.56,0.33,WELLSTAR COBB HOSPITAL
8.47,2.41,32.84705,-83.61823,39875.00,9811.55,0.67,0.62,0.10,COLISEUM MEDICAL CENTER
11.31,2.80,33.57843,-84.38897,53995.69,11709.77,0.50,0.79,0.25,SOUTHERN REGIONAL MEDICAL CENTER
11.38,2.23,34.25704,-85.16467,54337.86,8878.00,0.50,0.88,0.25,REDMOND REGIONAL MEDICAL CENTER
13.71,2.81,33.51144,-84.22200,65929.62,11769.38,0.50,0.91,0.93,HENRY MEDICAL CENTER INC
7.66,2.37,33.45252,-84.50697,35861.57,9593.50,0.50,0.60,0.33,PIEDMONT FAYETTE HOSPITAL
16.06,4.40,34.06670,-84.17643,77596.36,19659.64,0.50,0.78,0.89,EMORY JOHNS CREEK HOSPITAL
11.29,3.27,21.30780,-157.85505,53921.72,14039.50,0.67,0.69,0.45,THE QUEENS MEDICAL CENTER
3.68,2.36,42.59072,-114.49627,16079.50,9514.00,0.50,0.64,0.30,ST LUKES MAGIC VALLEY RMC
4.76,2.50,43.61218,-116.19234,21483.71,10253.25,0.67,0.61,0.16,ST LUKES REGIONAL MEDICAL CENTER
7.66,2.39,43.61359,-116.25484,35851.55,9699.00,0.67,0.79,0.25,ST ALPHONSUS REGIONAL MEDICAL CENTER
10.05,3.13,43.46987,-111.99208,47737.41,13355.76,0.67,0.66,0.58,EASTERN IDAHO REGIONAL MEDICAL CENTER
12.82,2.48,41.52896,-88.13550,61490.92,10158.36,0.50,0.75,0.83,PROVENA ST JOSEPH MEDICAL CENTER
8.01,2.97,42.06550,-87.68428,37622.97,12546.51,0.33,0.55,0.58,EVANSTON HOSPITAL
9.75,2.43,41.84429,-89.48014,46236.91,9901.18,0.00,0.00,0.00,KATHERINE SHAW BETHEA HOSPITAL
9.45,2.17,40.75318,-89.59321,44786.28,8616.72,0.50,0.75,0.57,PROCTOR HOSPITAL
6.56,2.49,39.93563,-91.39833,30419.29,10181.35,0.50,0.55,0.93,BLESSING HOSPITAL
10.49,3.70,41.86011,-87.69571,49942.19,16194.19,0.33,0.66,0.01,MT SINAI HOSPITAL MEDICAL CENTER
13.03,2.60,41.72930,-88.26976,62563.50,10712.86,0.50,0.90,0.64,COPLEY MEMORIAL HOSPITAL
12.25,3.65,42.07012,-88.33180,58659.21,15967.71,0.50,0.82,0.25,SHERMAN HOSPITAL
6.58,2.25,38.32292,-88.91026,30486.14,9013.00,0.50,0.81,0.91,GOOD SAMARITAN REGIONAL HLTH CENTER
10.56,2.94,41.72636,-87.56727,50269.62,12398.69,0.50,0.65,0.74,ADVOCATE TRINITY HOSPITAL
9.70,2.53,39.80726,-89.64496,46010.49,10371.33,0.50,0.59,0.80,ST JOHNS HOSPITAL
8.91,2.89,41.83195,-87.79266,42093.29,12166.00,0.50,0.79,0.58,MACNEAL  HOSPITAL
11.93,6.36,41.66900,-87.81414,57069.83,29403.08,0.50,0.72,0.96,PALOS COMMUNITY HOSPITAL
10.88,2.97,40.70200,-89.59222,51851.00,12585.52,0.67,0.57,0.03,SAINT FRANCIS MEDICAL CENTER
16.55,2.67,42.37840,-87.83329,80057.15,11102.15,0.50,0.74,0.63,VISTA MEDICAL CENTER EAST
11.68,3.84,40.11696,-88.21506,55824.94,16915.12,0.33,0.64,0.14,CARLE FOUNDATION HOSPITAL
13.54,2.92,41.97532,-87.69958,65103.47,12307.76,0.50,0.85,0.51,SWEDISH COVENANT HOSPITAL
7.61,2.33,42.31832,-88.27920,35601.00,9399.58,0.50,0.84,0.25,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL
11.27,2.57,41.98743,-87.81440,53791.92,10589.25,0.67,0.62,0.70,RESURRECTION MEDICAL CENTER
11.02,3.85,41.87497,-87.66927,52552.67,16936.92,0.50,0.42,0.33,RUSH UNIVERSITY MEDICAL CENTER
7.49,2.51,39.80893,-89.65530,35006.57,10266.25,0.83,0.57,0.11,MEMORIAL MEDICAL CENTER
18.19,3.47,41.12049,-87.87187,88201.74,15047.32,0.50,0.69,0.97,PROVENA ST MARYS HOSPITAL
5.87,2.51,40.48254,-88.95519,26997.73,10271.18,0.50,0.91,0.30,ST JOSEPH MEDICAL CENTER
